{:generation 0, :program (:string_parse_to_chars :string_butlast :string_concat :string_reverse :string_replace_char :boolean_not :string_nth :string_rest :string_indexof_char true :string_remove_char :in1 "" :string_occurencesof_char :exec_dup (:string_iterate (:integer_subtract :boolean_or :string_concat :string_drop :boolean_or :string_iterate (:string_contains_char :boolean_not :string_butlast :string_take :boolean_eq "G")))), :runtime (0.0031817599999999996 0.0031043079999999996 0.0031982760000000003 0.003253908000000002 0.031317096 0.0032623960000000016 0.0031380920000000003), :total-error 2, :amalgamated-error 2.050455836}
{:generation 51, :program (true :boolean_and :string_length :string_drop :integer_add true :boolean_not "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains :integer_add :string_from_char 1 :in1 :string_contains :string_take :string_occurencesof_char "A" :integer_eq :string_eq :string_reverse :string_contains "A" :integer_add :string_indexof_char :string_nth :string_length "C" :in1 :exec_dup (:integer_quot :string_rest :string_butlast :string_eq "A" :string_contains :string_eq "T" :integer_quot :integer_eq :string_contains :integer_add "T" :in1 :string_contains 1)), :runtime (0.0032277919999999997 0.0031892359999999976 0.0032354560000000037 0.003191064 0.0032100720000000013 0.003247803999999999 0.003198004000000001), :total-error 0, :amalgamated-error 0.022499428000000005}
{:generation 52, :program ("C" :string_parse_to_chars :exec_if () (:integer_eq :string_from_char :boolean_or :integer_add false false :integer_add "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "A" :string_remove_char :boolean_eq :string_indexof_char :string_contains_char :integer_subtract :string_nth :integer_subtract :string_indexof_char :string_nth "" "G" "" "T" :in1 :string_contains :string_occurencesof_char :string_contains :string_parse_to_chars :in1 "T" :integer_mult "T" :string_contains "G" :string_contains :string_contains "T" :string_take :in1 :string_contains)), :runtime (0.0030917239999999962 0.0030939559999999993 0.003167856000000001 0.0031986120000000004 0.0031926240000000007 0.003189452 0.0031764159999999996), :total-error 0, :amalgamated-error 0.022110639999999994}
{:generation 53, :program (:string_drop :string_eq :string_parse_to_chars :string_remove_char :string_eq :string_drop :string_take :string_from_char :string_eq :string_length :string_rest :string_length :string_parse_to_chars :boolean_or :string_replace_char :string_butlast :string_reverse :boolean_or :integer_eq 1 :string_nth :string_rest true :string_reverse :string_contains :string_remove_char :in1 "G" :integer_mult :in1 :integer_eq :string_concat :in1 :string_butlast :boolean_not :in1 "C" :boolean_and :in1 :integer_subtract :integer_eq "T" :string_contains :integer_subtract "T" :in1 :string_contains), :runtime (0.003182248000000001 0.0031985800000000003 0.0031275839999999975 0.003222547999999998 0.003196159999999999 0.003181583999999999 0.0032427039999999995), :total-error 0, :amalgamated-error 0.022351407999999993}
{:generation 54, :program (:exec_dup (:string_butlast "T" :string_parse_to_chars :string_drop :integer_mult 1 :string_from_char :string_occurencesof_char :integer_eq :string_remove_char :string_remove_char :boolean_eq :string_take "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_nth :string_contains "T" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" false :string_butlast :string_butlast :string_concat :string_length :integer_eq :string_remove_char :string_contains "A" :integer_quot :string_contains :string_rest "T" :string_reverse :string_concat :boolean_or :integer_add 0 :string_drop :string_rest :string_length :string_contains :string_contains :boolean_not :integer_eq :string_eq :boolean_and :in1 :in1 "T" :in1 :string_contains)), :runtime (0.003222748000000001 0.0032803159999999993 0.0032936559999999994 0.046654355999999994 0.0031979439999999986 0.0032054999999999983 0.003200608000000002), :total-error 0, :amalgamated-error 0.066055128}
{:generation 55, :program (:string_take "C" :string_iterate ("" :boolean_eq :string_nth :string_contains :string_from_char :integer_eq false :string_drop "G" :boolean_eq :integer_quot false :boolean_eq "" :boolean_eq :string_eq :string_remove_char "T" :integer_subtract 0 :string_nth :string_length :string_parse_to_chars) :string_reverse :string_eq :string_length :string_indexof_char :string_length :string_parse_to_chars :boolean_or "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_length "T" "G" 0 :boolean_eq "T" :string_contains_char "T" :integer_add :string_contains "T" :in1 :string_contains :in1), :runtime (0.0032598599999999977 0.0031959360000000008 0.0032480200000000008 0.003168420000000001 0.0032325319999999985 0.0032775320000000014 0.003222060000000002), :total-error 0, :amalgamated-error 0.02260436}
{:generation 56, :program (:string_butlast :string_contains :string_eq :in1 :boolean_and :string_nth :string_contains_char :string_reverse :integer_quot "G" false :boolean_eq :string_iterate (:boolean_and "" :string_indexof_char "A" :string_length :string_eq :string_remove_char :string_drop :in1 :string_eq :string_nth false :string_length 1 :boolean_or :integer_mult :string_contains :integer_add :string_parse_to_chars :string_concat :boolean_or :boolean_and :string_remove_char 1 :string_length :string_iterate (:string_length "T" :in1 :string_contains 1 :integer_add :exec_dup (:string_take "T" :in1)))), :runtime (0.003255488 0.0032716519999999995 0.0032432760000000002 0.003215884000000001 0.0031491040000000002 0.003144711999999999 0.0032329959999999993), :total-error 0, :amalgamated-error 0.022513112}
{:generation 57, :program (:string_from_char :string_eq :string_concat :boolean_and 0 :string_iterate (:boolean_not :string_take :string_rest :string_parse_to_chars) 1 "G" :integer_add :string_parse_to_chars :string_iterate (1 :string_eq "" :integer_eq :integer_mult :string_occurencesof_char 0 :string_reverse :string_contains :string_from_char :string_drop :integer_eq :string_replace_char :integer_mult :integer_subtract :string_length 1 0 :string_butlast :integer_mult "C" :string_reverse "T" :boolean_and :string_concat :string_replace_char :integer_subtract 1 1 :in1 :string_iterate (:string_contains "T" :in1 :string_contains))), :runtime (0.003225688 0.003155335999999998 0.0031964039999999973 0.0032777399999999986 0.0032765359999999987 0.03522743600000003 0.0030993159999999995), :total-error 0, :amalgamated-error 0.05445845600000002}
{:generation 58, :program (true "" :string_reverse :string_rest "T" "A" :string_take false :string_iterate (:string_eq :boolean_not :string_parse_to_chars "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "" :integer_mult :integer_eq "A" :string_contains_char "A" "T" "" :string_indexof_char :string_eq 0) :string_length "A" "T" "T" :string_parse_to_chars :string_drop "T" :boolean_eq "C" false :string_contains_char :integer_mult "C" :in1 :integer_quot :in1 :string_contains :integer_subtract :string_occurencesof_char :string_take :string_contains :string_occurencesof_char :in1 :string_contains), :runtime (0.0032827080000000022 0.003160079999999999 0.003304655999999999 0.0032170239999999985 0.0032492720000000005 0.0032039199999999994 0.0032343), :total-error 0, :amalgamated-error 0.02265196}
{:generation 59, :program (:string_rest "A" :string_take :string_contains_char "" "" :string_length :integer_mult :integer_subtract :string_occurencesof_char :string_replace_char :string_replace_char :boolean_and "G" :string_butlast :string_parse_to_chars "G" "C" "A" :string_concat false :string_contains "G" :integer_eq :string_take :integer_add true :string_iterate ("C" :string_replace_char :boolean_not "C" :string_rest :integer_subtract :string_contains :boolean_eq :boolean_and :string_rest :string_nth) "T" :integer_subtract "T" :in1 :integer_quot :string_contains), :runtime (0.003208452000000002 0.0031960959999999977 0.0032427319999999995 0.0022289359999999986 0.0018394000000000004 0.0018427919999999998 0.0018605199999999988), :total-error 0, :amalgamated-error 0.017418927999999997}
{:generation 60, :program (:integer_quot :string_rest "A" "A" :string_contains_char :boolean_not :string_take "G" :integer_quot :string_length :integer_subtract "A" :string_nth :exec_dup (:integer_mult :string_replace_char :boolean_not :string_contains :boolean_and :string_reverse :string_butlast :boolean_and :string_parse_to_chars "C" :string_drop :string_contains :string_contains "A" :integer_mult :string_concat :integer_mult :integer_add :string_nth :string_reverse :string_reverse :string_reverse :integer_mult :string_eq :string_length :string_rest :string_contains "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "C" :integer_subtract :string_contains :string_indexof_char :integer_subtract 0 :string_nth "T" "T" :in1 :string_contains "T" :exec_if (:in1 :integer_quot :string_contains) ())), :runtime (0.008579172000000005 0.003219035999999999 0.003158243999999998 0.0032065480000000005 0.0032842759999999996 0.003240843999999999 0.0031807879999999986), :total-error 0, :amalgamated-error 0.027868907999999998}
{:generation 61, :program (:string_take :string_eq :string_rest :string_from_char :boolean_not :string_contains "A" :string_contains :string_take :string_drop :boolean_and :string_replace_char 1 :string_eq "G" 1 1 :exec_if (:string_butlast :string_drop :string_rest :string_rest :string_take :exec_dup (:string_parse_to_chars "A" :string_indexof_char :string_butlast :string_take "" false "T" :string_rest) "" :string_contains :integer_add) (:string_length :boolean_and :string_indexof_char :boolean_and :string_contains_char :string_drop "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" true :string_occurencesof_char :string_drop :string_contains :string_contains :string_reverse :string_length :in1 "T" :string_replace_char :string_reverse "T" :in1 :string_contains :in1)), :runtime (0.0031647079999999996 0.0031119679999999992 0.0031559680000000016 0.003198827999999999 0.0031493519999999963 0.003195639999999999 0.00190664), :total-error 0, :amalgamated-error 0.020883103999999996}
{:generation 62, :program (:in1 :string_concat :string_take :string_drop :in1 :string_nth :integer_eq :integer_eq true :string_butlast :integer_mult :boolean_not :integer_eq :integer_subtract :string_reverse :integer_subtract :boolean_or :string_length :string_parse_to_chars "" :integer_add false :string_drop :integer_mult true :string_contains_char :string_remove_char "" :string_rest :string_drop "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_reverse 0 :integer_eq "G" :integer_quot :exec_dup ("C") :string_eq :string_contains :in1 :boolean_eq :in1 "T" :string_replace_char "T" "T" :boolean_not :string_concat "T" :in1 :boolean_or :string_contains :string_reverse "C"), :runtime (0.003162504000000003 0.003198495999999999 0.003196120000000001 0.0032268599999999994 0.0031873000000000014 0.003230944000000002 0.0032060559999999997), :total-error 0, :amalgamated-error 0.022408280000000006}
{:generation 63, :program (:string_length true :string_eq "A" :string_drop :string_contains_char :string_take :string_butlast :string_contains_char :integer_mult :string_reverse "A" :integer_subtract :string_drop :integer_quot :string_rest :string_length "" :string_contains "" :string_indexof_char :boolean_eq :string_eq :string_length :string_nth :string_remove_char :string_contains "" :string_from_char :string_nth :boolean_or :boolean_and "T" :string_contains :string_rest "A" :string_contains "" :integer_mult :string_remove_char :string_remove_char "T" :integer_add :string_butlast false :string_eq :string_eq :string_remove_char :integer_eq :string_rest :integer_subtract :string_contains :integer_quot :string_remove_char :string_indexof_char "T" :in1 :string_contains ""), :runtime (0.0032259080000000004 0.003231599999999999 0.0032329560000000017 0.003199127999999999 0.0032677640000000007 0.003242480000000002 0.003165144), :total-error 0, :amalgamated-error 0.022564980000000005}
{:generation 64, :program (:string_rest :in1 :string_concat false :boolean_or :integer_quot "A" :in1 :string_nth :string_occurencesof_char :string_replace_char "A" :string_length 0 0 "A" "G" :boolean_eq :string_from_char :string_length :string_butlast :string_contains_char :integer_eq :string_concat :string_drop :string_butlast :boolean_not "T" :string_remove_char :string_rest :string_rest :string_rest :string_contains :integer_subtract :string_replace_char :string_concat :string_contains "T" "" :string_parse_to_chars "" "T" :in1 :string_contains :string_contains_char :string_occurencesof_char :string_length), :runtime (0.0031244280000000003 0.0032081720000000013 0.0032269640000000006 0.0032236160000000016 0.0032534039999999992 0.0031122119999999983 0.0032580919999999998), :total-error 0, :amalgamated-error 0.022406888000000003}
{:generation 65, :program (:string_reverse :string_indexof_char :exec_if ("A" :string_drop :string_iterate (:string_contains_char :in1 :in1 :boolean_and :string_nth :integer_mult :string_drop :string_drop :string_butlast :boolean_or :string_take 0 :integer_subtract :string_from_char :string_eq :integer_add :string_reverse "G" :integer_add :string_parse_to_chars :string_concat :string_contains :integer_add "C" "C" "A" :string_parse_to_chars :boolean_not :string_reverse "C" :boolean_not "A" "T" :integer_mult :string_remove_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_rest :exec_dup (1 "T" :string_indexof_char :in1 :in1 "T" :in1 :string_contains))) ()), :runtime (0.0032434800000000013 0.0032406839999999985 0.003312235999999998 0.0032777080000000003 0.0032365320000000003 0.0032532599999999996 0.003338204), :total-error 0, :amalgamated-error 0.022902104}
{:generation 66, :program (:in1 :string_from_char :string_concat false "A" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_occurencesof_char :string_replace_char 0 :string_parse_to_chars "A" "G" :boolean_eq :string_from_char :string_parse_to_chars :string_contains_char :string_concat :string_drop :string_butlast :boolean_not "T" :string_remove_char :string_rest :string_rest :string_contains :integer_subtract :string_replace_char :string_concat "T" "" :string_parse_to_chars "" "T" :in1 :string_contains "A" :string_contains_char :string_occurencesof_char :string_length), :runtime (0.0031898439999999985 0.003284307999999998 0.0032580079999999976 0.0031336640000000035 0.003189603999999998 0.003156415999999999 0.0031631840000000007), :total-error 0, :amalgamated-error 0.022375027999999995}
{:generation 67, :program (:integer_subtract :in1 :string_drop :string_from_char false :integer_add :boolean_not "G" :string_indexof_char :string_contains "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :in1 :integer_eq :string_take "A" :integer_add :integer_eq :string_butlast "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains_char :string_from_char :string_drop :string_parse_to_chars :string_indexof_char :boolean_or :string_butlast :string_length "G" :string_contains :string_drop :integer_mult :string_concat :string_concat :string_contains :string_contains_char :string_contains "T" :in1 :integer_subtract :string_contains "T" :in1 :string_reverse :in1), :runtime (0.0032189279999999994 0.0032532279999999986 0.0032291639999999996 0.07520366 0.0021847720000000006 0.002350751999999999 0.0027297760000000006), :total-error 0, :amalgamated-error 0.09217028000000001}
{:generation 68, :program (true :string_concat 1 "A" :string_concat :boolean_and :boolean_not :boolean_not :boolean_eq :integer_mult :string_drop :string_remove_char :integer_mult :boolean_not :string_drop :string_rest :string_contains :string_drop :boolean_eq "T" :string_butlast :integer_mult "A" 1 :integer_subtract :string_parse_to_chars :string_contains "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_from_char :string_length :string_rest :boolean_not :string_take :string_replace_char :in1 :integer_subtract :exec_dup (:string_rest :string_eq :integer_mult :in1 "" "T" :in1 :string_contains :integer_mult)), :runtime (0.0031892480000000004 0.003100664000000001 0.015920660000000007 0.030524844000000006 0.0032364760000000003 0.0032042800000000003 0.003225600000000003), :total-error 0, :amalgamated-error 0.062401772000000015}
{:generation 69, :program (:string_rest :string_concat :string_indexof_char false :boolean_or :string_concat :in1 :string_occurencesof_char :string_replace_char :string_concat "A" :integer_mult :string_drop :string_occurencesof_char :integer_add "A" "G" :string_length :string_butlast :integer_eq :string_concat :string_iterate (:string_reverse :string_butlast :boolean_not :boolean_or :string_remove_char :string_rest :string_parse_to_chars :string_contains :string_concat "" :string_parse_to_chars :integer_add :integer_mult :string_occurencesof_char "" "T" :string_concat :in1 :string_contains :integer_mult :integer_eq :string_contains_char :string_occurencesof_char)), :runtime (0.003287371999999999 0.003259532 0.003215804000000001 0.0031938880000000006 0.0032317599999999993 0.003289828000000002 0.0032209880000000006), :total-error 0, :amalgamated-error 0.022699172000000004}
{:generation 70, :program (:string_take :string_reverse :integer_eq :string_contains "T" false :string_indexof_char "A" :string_take :boolean_and :in1 :boolean_eq :string_parse_to_chars :string_concat :boolean_not "A" :boolean_eq :integer_mult :boolean_not :string_iterate (:string_from_char :boolean_not :integer_add :boolean_eq :string_drop :string_from_char "G" :string_remove_char :integer_eq :string_nth :string_contains "A") :integer_subtract "T" :string_eq "A" :integer_eq :string_drop :string_contains true true :string_occurencesof_char :string_from_char :boolean_or :string_contains_char :integer_add :integer_mult :integer_add "G" :string_reverse :boolean_not :string_reverse :exec_dup (:string_reverse "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_length "G" :integer_subtract :in1 false 0 :exec_dup ("C" :boolean_and :in1 :integer_mult) "T" :string_reverse :integer_mult :in1 :string_rest) "A" :integer_eq :integer_eq "T" :string_nth "T" :in1 "T" :in1 :boolean_not :string_contains :string_contains_char :integer_mult), :runtime (0.0032821439999999986 0.003301415999999998 0.003266032000000001 0.0032446199999999993 0.0032604759999999996 0.0033356160000000017 0.0033412719999999997), :total-error 0, :amalgamated-error 0.023031575999999998}
{:generation 71, :program (:string_occurencesof_char :exec_dup (:string_nth :string_concat :string_parse_to_chars true :string_rest :integer_eq :boolean_not "A" :string_occurencesof_char "" :integer_eq :string_parse_to_chars :string_contains_char :boolean_not :boolean_or :boolean_eq "A" :integer_mult :integer_subtract :string_drop "C" "C" :integer_subtract :boolean_eq :boolean_and :string_parse_to_chars :string_contains :exec_dup ("" true :integer_add "G" :string_reverse :string_rest :integer_subtract "T" :string_reverse :string_rest "C" false :in1 :in1) :string_indexof_char "T" :integer_mult "T" :integer_mult "T" :string_remove_char true :in1 :string_contains :string_indexof_char)), :runtime (0.0032932319999999997 0.0032735079999999988 0.0032868680000000014 0.023020911999999998 0.003224911999999998 0.0033008080000000006 0.003218427999999999), :total-error 0, :amalgamated-error 0.042618668}
{:generation 72, :program (:string_eq true :string_occurencesof_char :string_replace_char :integer_eq :string_rest "C" :string_replace_char :string_reverse "T" "C" 1 :string_nth :string_eq :integer_quot :string_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_remove_char :string_concat :boolean_eq true :integer_mult :string_take :boolean_or :boolean_or :string_eq :string_butlast :boolean_eq 1 :string_eq :string_butlast :string_rest :string_indexof_char :boolean_and :string_reverse :string_occurencesof_char :string_remove_char "T" :string_take :string_length :string_reverse :boolean_and :string_reverse :in1 :string_rest "T" :integer_mult :string_reverse "C" :string_concat "C" "A" :string_contains_char "A" false :string_remove_char :in1 false :integer_subtract "" :exec_dup (:in1 "T" "T" :string_contains_char :in1 :string_contains)), :runtime (0.0031780479999999997 0.003181188000000001 0.0032279719999999995 0.0034464199999999995 0.0032044279999999987 0.003217112 0.003262179999999999), :total-error 0, :amalgamated-error 0.022717348}
{:generation 73, :program (:string_eq :string_iterate (false :string_replace_char :string_drop 0 :string_length :string_replace_char) :string_reverse "T" "C" :boolean_eq :integer_add :string_eq :integer_quot "C" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_remove_char :string_length :boolean_not :integer_mult :string_take :string_rest :string_rest :string_contains :string_butlast "G" :in1 :string_eq :string_butlast :string_rest :boolean_and :in1 :string_reverse 1 :boolean_or false :string_reverse :string_take "C" "T" :in1 :string_reverse :in1 :string_rest "T" :integer_mult :string_reverse "C" "A" :string_contains_char :in1 false :integer_subtract :exec_dup (:in1 "T" "T" :in1 :string_contains)), :runtime (0.0031650440000000023 0.003110135999999998 0.0031696520000000002 0.0032036759999999986 0.03847672400000006 0.003242428000000002 0.003280080000000002), :total-error 0, :amalgamated-error 0.05764774000000007}
{:generation 74, :program (:string_eq :string_take :boolean_and :string_replace_char :boolean_or "" :integer_mult :string_concat "C" :integer_quot :string_eq :integer_quot :string_reverse :string_contains :string_reverse "" :integer_add :boolean_or :boolean_or false :integer_mult :string_occurencesof_char 0 :string_butlast :integer_add :string_eq "G" :boolean_and :string_contains :boolean_not :string_occurencesof_char :string_butlast :exec_dup (:string_take :integer_mult :integer_mult :string_length :string_reverse :string_length :string_reverse :integer_add :string_concat :string_length :exec_dup (:in1 "T" "T" :integer_add :in1 "T" :boolean_and "C" :boolean_not :string_contains :string_butlast :integer_subtract 1 "T" :in1 "T" :in1 :string_contains))), :runtime (0.0032584319999999995 0.0032825919999999995 0.0032323559999999996 0.0032231240000000004 0.05511777200000002 0.0032482159999999995 0.0032647479999999983), :total-error 0, :amalgamated-error 0.07462724000000003}
{:generation 75, :program ("T" :string_contains "C" :string_nth :integer_add "C" "T" :string_eq "T" :string_from_char :integer_quot :boolean_and :string_nth :integer_subtract 1 :boolean_eq true :string_remove_char :integer_subtract :boolean_or :boolean_not :exec_dup (:string_parse_to_chars :string_contains_char :string_eq true "" true :string_remove_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :boolean_or :integer_add) :string_nth 1 :boolean_and "" :string_rest :boolean_eq :string_take :string_take :in1 :in1 "C" :string_butlast :string_contains :string_parse_to_chars "T" :in1 :string_contains "T"), :runtime (0.0031895599999999975 0.003179567999999999 0.0032646119999999996 0.003237472 0.0032334800000000012 0.0032266960000000016 0.003217648), :total-error 0, :amalgamated-error 0.022549035999999998}
{:generation 76, :program (:string_butlast :string_iterate (true "G" :boolean_or :boolean_eq :exec_dup ("G" "T" :string_contains :boolean_and :string_contains_char :string_rest :integer_add :string_take true true :string_take :string_drop true :boolean_not :string_contains_char :string_length :in1 :string_indexof_char :in1 false :string_eq :boolean_and :string_drop "G" :boolean_not :string_rest :string_reverse :integer_mult "A" :string_reverse :string_remove_char false :boolean_not :string_nth :string_drop :boolean_eq :string_nth "T" "A" :string_contains :string_remove_char :integer_eq :integer_add "T" :in1 :string_contains :in1))), :runtime (0.0032000119999999986 0.003165484000000001 0.0032845519999999996 0.0032828880000000016 0.003268804 0.003230555999999998 0.0032562080000000005), :total-error 0, :amalgamated-error 0.022688503999999998}
{:generation 77, :program (:string_occurencesof_char :string_indexof_char "C" :string_take :string_occurencesof_char :string_concat :string_iterate (:string_drop 0 :in1 :in1 :string_contains :string_contains_char :in1 :string_parse_to_chars :string_contains false :integer_mult "A" :integer_eq :boolean_eq :string_length :integer_subtract :boolean_eq :integer_mult :string_parse_to_chars "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_rest :string_rest :integer_subtract "T" :string_rest :string_rest :string_length :string_rest :boolean_not :integer_mult :boolean_not :exec_dup (:string_concat :string_contains_char :string_contains_char :string_parse_to_chars :string_iterate ("C") :string_occurencesof_char :in1) :in1 :in1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_drop :in1 "T" :in1 :string_contains)), :runtime (0.003380012 0.0033450119999999988 0.0033356039999999985 0.0018945680000000001 0.0033154599999999984 0.0032946959999999993 0.0032800760000000003), :total-error 0, :amalgamated-error 0.021845427999999997}
{:generation 78, :program (:integer_mult :string_eq :string_contains :string_remove_char :string_iterate (:string_length :string_contains :string_iterate (:string_from_char "T" true) true :string_rest :string_from_char :string_contains_char :string_contains :string_reverse :string_indexof_char :string_eq :string_from_char "T" :in1 "C" :string_reverse :string_drop 0 "T" :string_concat :string_contains false :string_eq :in1 "C" :string_nth :integer_mult :boolean_eq "" :integer_eq) :string_parse_to_chars :string_remove_char :string_contains_char :integer_mult :integer_add :string_contains :string_nth :string_concat :boolean_and :string_from_char :string_contains_char :string_eq :string_iterate ("T" :string_contains 0 1 :string_drop "T" :in1 :string_contains :string_butlast :string_from_char :in1)), :runtime (0.0031775279999999985 0.0032476920000000004 0.0033105079999999985 0.013293456 0.0031576799999999995 0.0031759240000000014 0.003185364000000001), :total-error 0, :amalgamated-error 0.032548152}
{:generation 79, :program (:string_occurencesof_char :in1 0 "T" "A" :boolean_and "T" :string_replace_char :integer_quot :string_length "C" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_drop "" 1 :string_length :integer_add "T" :string_nth :string_butlast :boolean_and "T" "A" :integer_eq :boolean_or :string_indexof_char :string_eq "G" "T" 0 :string_parse_to_chars :string_contains "T" "T" :integer_mult :string_replace_char :string_replace_char :string_indexof_char 1 :boolean_and :string_concat "" :string_indexof_char :string_indexof_char "T" "T" "T" "T" :in1 "T" :in1 :string_contains :string_contains), :runtime (0.003276223999999998 0.0032633120000000013 0.0032657759999999967 0.003287832000000001 0.0032422799999999993 0.05943243199999999 0.0032303479999999983), :total-error 0, :amalgamated-error 0.07899820399999999}
{:generation 80, :program (:string_drop :string_rest :string_length "" "A" "A" :string_indexof_char true 0 1 :string_occurencesof_char :string_butlast :string_rest :string_remove_char :string_from_char 1 :string_length :boolean_eq :string_take :string_contains :integer_mult :integer_add :string_eq "A" :string_replace_char :string_eq :string_indexof_char :string_butlast :boolean_not 1 :integer_eq :string_iterate (:string_reverse) :string_remove_char "" :string_contains :string_reverse :boolean_and :string_occurencesof_char 1 "" :integer_mult true :string_take :string_concat :string_contains :string_from_char "T" :in1 :string_contains), :runtime (0.0032909640000000004 0.003247816 0.0032527240000000002 0.0031593679999999996 0.003306592000000003 0.003243060000000002 0.003140623999999999), :total-error 0, :amalgamated-error 0.022641148000000003}
{:generation 81, :program (:string_parse_to_chars :string_rest 0 :string_replace_char :in1 false :string_replace_char "C" :integer_eq :integer_quot :integer_eq :boolean_or :string_occurencesof_char "T" "C" :string_eq "T" :integer_mult "G" true "T" "A" "" :string_from_char "" 1 :string_occurencesof_char :string_butlast :exec_dup (:string_indexof_char :string_contains :string_contains :string_reverse :string_drop :string_parse_to_chars "T" :integer_eq :string_iterate (:string_contains_char :string_length :in1 :string_iterate (:string_occurencesof_char :integer_quot :string_replace_char :integer_eq "T" :in1 :string_contains :string_drop :integer_mult "T")))), :runtime (0.003208075999999999 0.003043243999999999 0.0032344159999999995 0.0031898999999999986 0.003212099999999999 0.003234112 0.0032016079999999995), :total-error 0, :amalgamated-error 0.022323455999999995}
{:generation 82, :program (:boolean_eq :string_contains :string_rest :integer_quot :string_contains_char :boolean_and :boolean_and "C" "T" :integer_subtract :string_reverse :integer_mult :integer_mult :integer_quot "A" :boolean_or :string_eq :integer_eq :boolean_eq :string_drop "" :string_replace_char :integer_add :string_drop "G" :integer_mult :string_parse_to_chars :boolean_or :integer_quot :string_length :boolean_or "C" :string_reverse :string_parse_to_chars 0 :string_rest :string_parse_to_chars :string_contains :string_replace_char :string_replace_char :string_drop :string_remove_char :string_rest :string_parse_to_chars :string_indexof_char "T" 1 :string_contains "T" 1 :exec_dup (:integer_subtract :in1 :string_contains)), :runtime (0.044506871999999975 0.0031486319999999997 0.003255460000000002 0.0031998440000000007 0.003236044 0.003235388000000001 0.0032469919999999998), :total-error 0, :amalgamated-error 0.06382923199999997}
{:generation 83, :program (:string_butlast :string_rest :string_length "T" :string_from_char "" "G" :string_contains_char :string_replace_char :boolean_eq :in1 :integer_mult :string_from_char :string_indexof_char "C" :string_eq :string_take :integer_add "T" :integer_eq :string_contains :string_indexof_char :string_from_char "C" :string_from_char :string_reverse :string_reverse :integer_mult :in1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_mult :integer_add :integer_add :string_drop :string_indexof_char :integer_subtract :string_contains :in1 :integer_subtract "C" :in1 :string_indexof_char :string_parse_to_chars :string_contains :string_contains :in1 "T" 1 :string_contains_char :string_take true :in1 :string_contains), :runtime (0.0031346719999999994 0.003201491999999999 0.0032267440000000036 0.0031939000000000004 0.003207155999999999 0.0031935639999999977 0.0032357640000000003), :total-error 0, :amalgamated-error 0.022393292000000002}
{:generation 84, :program (:string_butlast :integer_eq :string_contains "G" :boolean_eq :boolean_or :string_butlast :string_concat "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "" :string_concat :integer_subtract :string_rest :integer_eq "T" :boolean_and :string_length :string_from_char true "T" :integer_eq :boolean_or 1 :string_rest :string_contains_char :string_contains_char "A" :string_contains "" :string_contains :in1 :string_contains_char "T" true "T" 1 :in1 :in1 :string_take :string_from_char "G" :string_remove_char :integer_subtract "T" :string_butlast :string_remove_char false "" :in1 "T" :in1 "" :boolean_or :boolean_or :integer_eq :in1 :string_contains :integer_subtract :integer_add :integer_quot :string_contains :in1), :runtime (0.0030958400000000007 0.003188411999999998 0.0031327359999999984 0.05562838799999995 0.003228211999999997 0.0032227999999999996 0.0022174560000000005), :total-error 0, :amalgamated-error 0.07371384399999995}
