{:generation 0, :program (:integer_mult :string_replace_char :exec_if (:boolean_not :string_contains :string_contains :boolean_and true :string_from_char :string_concat :integer_subtract "(" :string_eq true :string_take) (:string_replace_char :in1 :string_concat :string_remove_char :boolean_or :string_parse_to_chars :string_parse_to_chars "(" :boolean_eq :string_replace_char :string_rest :integer_quot :string_indexof_char :string_remove_char :string_contains :string_take :string_iterate (:integer_eq :boolean_and :string_occurencesof_char false :integer_quot :string_iterate (false :integer_subtract :string_remove_char :string_concat :integer_mult :string_drop :string_drop :exec_dup (:string_drop :exec_if (false :string_rest :integer_add 1 :in1) (:string_drop :integer_quot :string_reverse :string_reverse)))))), :runtime (0.0032428440000000017 0.003239211999999999 0.0031034320000000006 0.0019350280000000003 0.001873572 0.001903579999999999 0.0018570439999999989), :total-error 2, :amalgamated-error 2.017154712}
{:generation 41, :program (:integer_add :string_butlast :integer_quot :string_parse_to_chars :integer_quot :string_contains :integer_eq :integer_add :string_eq :string_replace_char :string_butlast :exec_if (:string_length :in1 :string_remove_char :string_drop :string_length :in1) (:boolean_and :string_length :string_iterate (:integer_add :integer_quot :string_nth "(" :string_contains_char :string_nth :string_indexof_char :integer_quot :string_iterate (:string_iterate (:in1 :string_butlast :string_eq :string_butlast "(" :string_take :string_drop :in1 :string_butlast :string_eq :string_take))))), :runtime (0.0018901479999999986 0.0018369200000000006 0.0019101440000000001 0.0018599920000000006 0.0018123640000000006 0.0018122240000000005 0.0018048559999999986), :total-error 1, :amalgamated-error 1.012926648}
{:generation 42, :program (:string_rest :string_occurencesof_char :string_drop :string_drop 1 :string_contains :in1 :string_remove_char true "(" 1 :string_parse_to_chars :boolean_not :string_eq :string_iterate (:string_contains true true :string_length :in1 0 false :boolean_not :exec_dup (:string_remove_char :string_rest :string_butlast :string_contains ")" :string_concat "(" false :string_remove_char "(" :string_contains :string_eq :string_take :string_concat :integer_quot "(" true :in1 :string_butlast :string_eq))), :runtime (0.0032719959999999997 0.0032059400000000017 0.0032497399999999975 0.0032485879999999984 0.0023661959999999984 0.0018860759999999991 0.0018926799999999994), :total-error 1, :amalgamated-error 1.019121216}
{:generation 43, :program (:string_remove_char 0 true :in1 :boolean_or :exec_dup (:boolean_and true :exec_dup (:string_rest :integer_quot :boolean_not true "(" 0 :string_take :string_replace_char :string_length false :integer_add 1 :string_eq ")" :in1 :string_contains :boolean_not :string_eq :string_iterate ("(" :in1 :string_butlast :string_eq :exec_dup (:integer_mult))))), :runtime (0.0032445599999999996 0.0032487400000000017 0.0033387680000000015 0.003272136000000001 0.0032261439999999976 0.003298815999999998 0.003289328000000001), :total-error 0, :amalgamated-error 0.022918492}
{:generation 44, :program (:string_parse_to_chars :string_parse_to_chars :integer_eq 1 :string_occurencesof_char 1 false :string_remove_char false :string_concat :string_drop :string_nth :exec_dup (true :string_contains_char) :boolean_not false "(" ")" :string_contains_char false 1 :integer_subtract :string_butlast :integer_quot "(" :string_from_char :integer_add :string_eq "(" :string_contains_char :integer_add :in1 :string_butlast :string_eq :in1 :exec_dup (:string_butlast)), :runtime (0.0021527280000000005 0.0027692359999999996 0.001911488 0.0019056319999999996 0.0018208159999999992 0.0018450880000000002 0.0018396599999999988), :total-error 1, :amalgamated-error 1.014244648}
{:generation 45, :program (:integer_add :integer_subtract :exec_if (:string_rest :boolean_and :string_indexof_char :string_occurencesof_char :string_take true :string_contains :string_reverse :exec_if (:string_occurencesof_char :string_remove_char :boolean_or :string_remove_char :string_drop :boolean_not :boolean_or :integer_quot :string_occurencesof_char :integer_quot :in1 :string_eq :string_concat ")" "(" "(" :in1 :string_butlast "(" :string_eq :in1 "(" :in1 :string_butlast :string_eq :string_take) ()) ()), :runtime (0.003239312000000001 0.00243164 0.0018561680000000003 0.0018544039999999987 0.0018531520000000003 0.001838024 0.0018991639999999998), :total-error 1, :amalgamated-error 1.014971864}
{:generation 46, :program (:boolean_or :string_concat :integer_subtract 0 :string_reverse :string_nth :integer_mult :string_replace_char true :string_indexof_char :string_butlast :string_parse_to_chars :string_occurencesof_char :string_eq 0 "(" :string_remove_char :string_butlast :string_rest :in1 :string_concat :string_eq 1 :boolean_eq :string_from_char :string_reverse :integer_subtract :string_eq "(" :string_length :integer_quot :string_remove_char "(" :in1 :string_butlast 0 :string_eq), :runtime (0.001841235999999999 0.0018455039999999995 0.0018275599999999987 0.0018853600000000002 0.0018757839999999997 0.0018329319999999998 0.001827679999999999), :total-error 1, :amalgamated-error 1.012936056}
{:generation 47, :program (:boolean_not true :string_eq :in1 :integer_mult :string_contains :integer_subtract :string_nth :boolean_or :string_contains :string_nth :string_contains :string_contains :string_iterate (1 :string_eq :string_from_char :integer_add :string_contains :string_replace_char ")" "(" ")" :string_length :integer_eq :string_contains_char :string_rest :string_take false "(" :in1 :boolean_or :integer_quot :string_butlast :integer_mult :string_eq :integer_quot :string_butlast)), :runtime (0.0018353360000000003 0.0018229760000000005 0.0018275239999999981 0.0018237599999999991 0.0018811960000000003 0.0018118879999999996 0.0018165279999999993), :total-error 1, :amalgamated-error 1.012819208}
{:generation 48, :program (:string_occurencesof_char :string_contains_char :string_nth :string_drop true :string_contains_char :string_reverse :string_replace_char :string_parse_to_chars :string_remove_char true :integer_eq true :string_from_char :string_nth :string_contains :string_take :string_drop :string_parse_to_chars :string_parse_to_chars :integer_subtract :boolean_and :string_eq ")" :integer_mult :string_butlast :boolean_not :boolean_and "(" ")" :integer_eq true :string_eq true :string_indexof_char :string_eq :in1 1 :string_length :string_butlast :string_contains_char :integer_quot :string_length :string_nth :exec_dup ("(" :in1 :string_butlast :string_eq :string_take :integer_add :exec_dup ())), :runtime (0.00318756 0.003245475999999998 0.0018430239999999997 0.0019002559999999988 0.0019054760000000001 0.0018400279999999996 0.0018606600000000003), :total-error 1, :amalgamated-error 1.01578248}
{:generation 49, :program (:string_occurencesof_char :string_parse_to_chars :string_rest :string_from_char :string_contains_char :boolean_not :string_concat :integer_eq :string_eq :string_length :string_concat :boolean_eq 0 :string_rest :string_parse_to_chars :string_iterate (:string_parse_to_chars :string_occurencesof_char :string_butlast :integer_subtract 1 :string_contains true :string_reverse :string_drop "(" :string_length :string_eq :integer_quot :string_eq 1 :string_replace_char :string_occurencesof_char) :boolean_eq :integer_quot :boolean_or false :exec_dup (0 :string_replace_char :in1 :integer_eq :string_butlast false :string_eq "(")), :runtime (0.0018352080000000007 0.0018333359999999999 0.0018378479999999993 0.0018791079999999998 0.0018946280000000002 0.0019021719999999997 0.0018122999999999991), :total-error 1, :amalgamated-error 1.0129946}
{:generation 50, :program (:string_reverse "(" :string_occurencesof_char :string_nth "(" :string_remove_char :string_remove_char :string_concat :string_parse_to_chars true :string_parse_to_chars :string_nth :string_eq :string_parse_to_chars :string_length :string_contains :string_drop :string_concat false :boolean_and :integer_add true :integer_quot :in1 :integer_quot :string_length :string_contains :string_concat false "(" :in1 :string_butlast :string_eq :string_eq), :runtime (0.0031634920000000004 0.003177092000000002 0.0023365079999999997 0.0019116880000000004 0.001827924000000001 0.001843639999999999 0.002934476000000001), :total-error 1, :amalgamated-error 1.01719482}
{:generation 51, :program (:string_drop :string_contains_char :boolean_and :string_nth :string_contains :string_length :string_nth false :integer_subtract :string_remove_char :string_take :string_from_char :string_contains :string_from_char :string_nth :string_indexof_char true :string_nth :string_butlast :string_parse_to_chars :boolean_not :string_indexof_char true :integer_add :string_eq :string_iterate (:string_contains :integer_quot 0 :integer_add 0 :string_contains :string_concat) :string_eq :string_butlast :string_nth "(" :string_indexof_char :integer_quot false :in1 :string_butlast :string_eq), :runtime (0.0018793599999999996 0.0018889799999999987 0.0018249039999999996 0.0018228279999999996 0.00184348 0.00189994 0.0018774279999999996), :total-error 1, :amalgamated-error 1.01303692}
{:generation 52, :program (:string_length :string_nth :string_rest :string_iterate (:string_reverse :string_contains :string_occurencesof_char :integer_subtract :integer_eq :integer_eq :string_from_char true :integer_subtract :string_butlast :string_remove_char :boolean_or :exec_if (:string_nth :string_drop :boolean_eq :string_contains :string_length :string_eq true :boolean_and :string_butlast :string_occurencesof_char :string_length :integer_quot :boolean_and :string_iterate (:string_indexof_char :string_contains :string_length "(" :in1 :string_butlast :string_eq :string_eq :integer_add 0 :string_contains_char)) ())), :runtime (0.0018671640000000006 0.0018500960000000012 0.0018917360000000008 0.0019280159999999983 0.0018983280000000006 0.0018303519999999997 0.0018322279999999987), :total-error 1, :amalgamated-error 1.01309792}
{:generation 53, :program (:string_indexof_char :boolean_or 0 :string_rest :string_occurencesof_char :integer_eq :exec_if (0 :string_remove_char :string_butlast) (:string_occurencesof_char :string_iterate (:boolean_not :string_reverse :in1 :integer_add :string_eq :string_take :string_butlast :string_remove_char :string_contains_char true :string_occurencesof_char :string_length 0 :string_eq :integer_add :string_length :integer_quot "(" :in1 :string_remove_char :integer_add :string_contains "(" :in1 :string_butlast :boolean_eq :string_eq :string_eq :string_rest ")"))), :runtime (0.001839591999999998 0.0018381639999999991 0.0018867599999999993 0.0018724199999999988 0.001876488 0.0018407399999999991 0.001840368), :total-error 1, :amalgamated-error 1.012994532}
{:generation 54, :program (:string_contains_char :string_drop :string_drop :integer_subtract :string_butlast :string_parse_to_chars :exec_if () (1 false true :integer_subtract :string_reverse :string_reverse :string_length :string_contains :string_indexof_char 1 :integer_eq :in1 :in1 "(" :string_butlast :string_nth :string_remove_char "(" "(" :string_parse_to_chars :in1 :string_butlast) :string_drop :string_eq :integer_mult :string_contains_char :string_concat :integer_quot), :runtime (0.003215324 0.0033120800000000002 0.00306724 0.0018293239999999994 0.0018940320000000004 0.0018886640000000002 0.0018250799999999998), :total-error 1, :amalgamated-error 1.017031744}
{:generation 55, :program (:boolean_or 0 :string_rest :string_occurencesof_char :exec_if (:boolean_and :integer_add :string_parse_to_chars) (")" :string_occurencesof_char :boolean_not :string_reverse :in1 :string_eq :string_take :string_butlast :string_remove_char :string_contains_char true :string_length :string_eq :boolean_or :string_length :integer_quot "(" :in1 :string_contains "(" :in1 :string_butlast :boolean_eq :string_eq :string_rest)), :runtime (0.0018147520000000009 0.001868083999999998 0.0018705879999999999 0.0018274839999999994 0.001826963999999999 0.0018131079999999995 0.001877008), :total-error 1, :amalgamated-error 1.012897988}
{:generation 56, :program (:string_length :exec_if (:string_occurencesof_char :string_length true :integer_quot :integer_add :integer_quot :integer_eq :string_nth :string_iterate (:string_occurencesof_char :integer_eq :integer_subtract true :exec_dup (0 "(" :string_iterate (:string_length :integer_subtract :string_remove_char :string_replace_char false "(" :integer_add :boolean_or :in1 :string_butlast :string_eq :string_eq :string_take :boolean_and :string_butlast)))) ()), :runtime (0.0032112880000000005 0.0032425000000000006 0.002737355999999999 0.0018460399999999987 0.0018386199999999994 0.0018320359999999991 0.0018850879999999983), :total-error 1, :amalgamated-error 1.016592928}
{:generation 57, :program (false :string_nth :integer_subtract :integer_quot :string_occurencesof_char :string_occurencesof_char :string_parse_to_chars :string_remove_char 0 :string_nth :string_eq :string_parse_to_chars :string_drop :string_take :string_from_char false :string_remove_char :string_occurencesof_char :string_eq :string_butlast :string_rest :string_from_char :string_contains_char 1 "(" :string_reverse :string_contains :string_contains false :in1 :string_butlast :string_eq :string_butlast), :runtime (0.002094728 0.0018955640000000004 0.0018513400000000001 0.0018353400000000004 0.0018714159999999986 0.00188384 0.0018091040000000006), :total-error 1, :amalgamated-error 1.013241332}
{:generation 58, :program (:string_nth :boolean_not :boolean_or :boolean_and :string_replace_char :string_from_char true :string_occurencesof_char :integer_quot :string_take :exec_dup (:integer_eq :string_contains :string_from_char :integer_mult :string_reverse :string_parse_to_chars :string_contains ")" :integer_mult :string_iterate (:string_contains_char false :string_replace_char :string_iterate (:string_from_char :boolean_eq :string_length :string_length :string_contains ")" :boolean_eq 0 false :string_contains :integer_quot :string_length :in1 :string_butlast :boolean_eq "(" :string_eq)))), :runtime (0.003193752000000002 0.0026344039999999995 0.0032194759999999998 0.0018396440000000003 0.0018324479999999993 0.001812387999999999 0.0018307040000000003), :total-error 1, :amalgamated-error 1.016362816}
{:generation 59, :program (:string_concat :boolean_not :boolean_or :string_butlast :string_concat false :exec_dup (:string_eq :boolean_eq :exec_if (1 :string_indexof_char "(") (0 :string_reverse :string_occurencesof_char :integer_eq :string_length :string_eq) :string_reverse :string_iterate (:integer_quot :string_eq :string_from_char :integer_eq)) :integer_quot :integer_quot :string_rest :integer_quot :integer_quot 1 :in1 :string_replace_char :in1 :string_occurencesof_char "(" "(" :in1 :string_butlast true 1 :string_eq), :runtime (0.003201852 0.0018427999999999995 0.001889263999999999 0.0018925199999999987 0.0018895960000000005 0.0018681399999999995 0.001821611999999999), :total-error 1, :amalgamated-error 1.014405784}
{:generation 60, :program (:string_occurencesof_char :string_contains :string_drop :string_replace_char "(" :string_nth :string_reverse :exec_dup (:in1 false :string_from_char :integer_mult 0 :string_reverse :string_butlast :string_butlast :string_remove_char :string_contains_char :string_concat "(" :in1 false :string_butlast :boolean_eq "(" :string_replace_char :string_eq "(" true :boolean_not :string_nth :string_contains :boolean_or :in1 :string_butlast "(" :exec_dup (:string_eq) :string_eq)), :runtime (0.002811923999999998 0.0019016519999999998 0.001901016 0.001849888 0.0018198680000000003 0.0018442519999999985 0.0018313320000000006), :total-error 1, :amalgamated-error 1.013959932}
{:generation 61, :program (:string_contains_char :string_contains :string_nth :string_replace_char :string_contains_char :string_butlast false true :string_replace_char :boolean_eq :string_contains_char :string_drop true 1 :integer_eq "(" :boolean_not :integer_add :string_butlast :string_occurencesof_char :string_nth :string_contains :in1 :in1 :string_butlast :string_take :string_remove_char "(" :in1 :string_butlast :integer_quot :integer_quot :string_iterate (:string_eq :string_contains_char)), :runtime (0.0032506640000000008 0.0023928800000000004 0.0019026679999999995 0.0019063319999999997 0.0018204279999999985 0.0018251840000000003 0.0018222879999999994), :total-error 1, :amalgamated-error 1.014920444}
{:generation 62, :program (:string_contains_char 0 :string_drop :string_parse_to_chars :string_contains :string_remove_char :string_length :string_contains :in1 true :string_rest :string_contains_char :string_occurencesof_char :boolean_or true :in1 :boolean_eq :boolean_and :integer_eq :string_reverse :string_parse_to_chars :string_eq :boolean_not :boolean_or :boolean_eq :integer_quot :in1 ")" :string_length :exec_dup (:integer_mult :exec_dup (:integer_quot :string_length :string_iterate (:integer_quot :exec_dup (:string_butlast :string_replace_char :integer_mult "(" :in1 :string_butlast false :boolean_eq :string_nth :integer_quot :string_eq))))), :runtime (0.003244244000000001 0.0031697879999999998 0.0032279959999999995 0.0032555119999999995 0.003260187999999999 0.002598860000000001 0.0031606240000000008), :total-error 0, :amalgamated-error 0.021917212}
{:generation 63, :program (:string_nth :integer_subtract :string_occurencesof_char 0 :string_remove_char :string_replace_char :string_contains :integer_mult :integer_eq :boolean_or :string_nth "(" true :string_nth :string_drop :string_from_char :string_contains :boolean_or :boolean_not :string_from_char :string_remove_char false :string_indexof_char 1 :string_length :string_length :string_from_char :boolean_not 1 :string_drop :string_eq 1 :string_occurencesof_char :string_rest :string_take :boolean_or :string_eq :string_parse_to_chars :string_rest 1 "(" :exec_dup (:integer_quot "(" :boolean_and :in1 :string_butlast :string_eq "(" :string_indexof_char)), :runtime (0.0018812559999999996 0.0029219439999999992 0.0018601680000000012 0.0018054280000000004 0.001805131999999999 0.0018859240000000002 0.0018297079999999987), :total-error 1, :amalgamated-error 1.01398956}
{:generation 64, :program (:boolean_not ")" :string_contains :string_rest :boolean_eq :string_length :string_length true :string_indexof_char :string_concat :string_rest :string_replace_char :boolean_not :in1 :string_from_char :string_indexof_char :string_drop :string_take :string_indexof_char :exec_dup (:exec_dup (:string_eq) :exec_dup (true :string_iterate (:exec_dup (:string_eq :string_length :in1) :string_butlast :boolean_eq "(" :integer_subtract :string_eq :string_eq :integer_mult)))), :runtime (0.003210016000000002 0.0032361319999999996 0.003215704000000002 0.0032755040000000016 0.002753876000000001 0.0018785759999999996 0.0018154280000000002), :total-error 0, :amalgamated-error 0.019385236000000007}
{:generation 65, :program (:integer_add :exec_if () (:boolean_eq :string_iterate (:string_contains :string_eq :string_occurencesof_char :integer_quot :string_contains :string_concat 0 :string_remove_char :integer_subtract :string_eq) :string_eq :string_length :string_take :integer_eq :string_reverse :exec_dup ("(" true :string_occurencesof_char true :in1 :boolean_and :string_eq :string_iterate (:string_take "(" :in1 :string_butlast :string_eq)))), :runtime (0.0032014040000000006 0.0030135599999999998 0.001939459999999999 0.0018321159999999984 0.0018415759999999993 0.001885696000000001 0.001890664), :total-error 1, :amalgamated-error 1.015604476}
{:generation 66, :program (:boolean_eq :string_concat :boolean_not :integer_mult :string_contains false :string_take :integer_add :string_from_char :exec_dup (:string_contains 1 false ")") :integer_subtract :string_butlast 0 :in1 :string_take :boolean_and ")" :in1 :string_from_char :string_reverse :in1 :string_occurencesof_char :string_eq :in1 :string_butlast "(" :in1 :boolean_or :string_butlast :string_drop :string_eq), :runtime (0.0031899360000000017 0.0019492200000000002 0.0019081840000000003 0.001901180000000001 0.0018246560000000002 0.0018465719999999988 0.0018416639999999994), :total-error 1, :amalgamated-error 1.014461412}
{:generation 67, :program (:boolean_or "(" :string_from_char :string_take :string_eq :string_replace_char :string_reverse ")" :in1 :string_parse_to_chars :integer_subtract :string_eq :string_drop :string_butlast :string_eq :string_contains_char :exec_dup (:boolean_not :boolean_or :string_reverse :exec_dup (:boolean_not :string_contains_char :string_concat "(" :string_take ")" :boolean_or :string_eq :string_concat :integer_mult :string_butlast :boolean_not :integer_add :string_eq :exec_dup ("(" :string_eq)))), :runtime (0.003278040000000003 0.0032499560000000035 0.003248148 0.0032627840000000003 0.0032169519999999986 0.0031674160000000015 0.003274891999999997), :total-error 0, :amalgamated-error 0.022698188000000008}
{:generation 68, :program (:string_butlast :string_parse_to_chars false :string_iterate (:in1 false :string_remove_char :boolean_and :integer_subtract :string_take :string_indexof_char :string_nth :integer_quot :boolean_or :string_contains :string_contains :in1 :integer_mult :string_drop :exec_dup (:string_occurencesof_char) :integer_quot :string_concat :string_replace_char :string_replace_char "(" "(" :in1 :string_butlast :string_reverse :string_eq :integer_subtract :integer_add :string_remove_char)), :runtime (0.0031793119999999984 0.0024353480000000004 0.0018462400000000003 0.00185114 0.0018371039999999996 0.0018333199999999998 0.0018827039999999992), :total-error 1, :amalgamated-error 1.014865168}
{:generation 69, :program (:string_nth true :string_rest :string_contains :string_contains false true :exec_dup (:boolean_or :string_eq :string_replace_char :boolean_or :string_butlast :exec_dup (:in1 1 :string_nth "(" :exec_dup (:string_take :string_eq :integer_eq true :string_replace_char) :string_butlast :string_eq "(" :in1 :exec_dup (:string_butlast :string_eq :string_butlast :string_occurencesof_char)))), :runtime (0.00318612 0.0030798880000000002 0.0018392399999999987 0.0018730280000000003 0.0018875919999999996 0.0018596479999999996 0.0018277479999999988), :total-error 1, :amalgamated-error 1.015553264}
{:generation 70, :program (false :integer_quot :string_parse_to_chars :integer_eq :integer_mult :string_length :string_concat :boolean_not :string_nth "(" :string_from_char 0 :boolean_eq :string_nth :boolean_eq :boolean_or :integer_mult :boolean_or :string_length "(" :string_eq :in1 :string_butlast :string_parse_to_chars :boolean_or :string_eq 0 :string_nth :exec_dup (:string_eq :string_drop :string_contains :string_butlast :string_eq)), :runtime (0.003235032 0.0031896720000000023 0.00325374 0.0032494400000000006 0.003150612 0.003266548 0.003249420000000002), :total-error 0, :amalgamated-error 0.02259446400000001}
{:generation 71, :program (false :integer_quot :string_remove_char :string_parse_to_chars :integer_eq :integer_mult :string_length :string_concat :boolean_not :boolean_not "(" :string_from_char 0 :boolean_eq :string_nth :boolean_or :integer_mult :boolean_or :string_length "(" :string_eq :in1 :string_butlast :string_parse_to_chars :string_eq 0 :string_nth :exec_dup (:string_eq :string_drop :string_contains :string_butlast :string_eq)), :runtime (0.003312868000000002 0.0032802959999999994 0.003236552000000002 0.0031978759999999997 0.0032572560000000005 0.003225972000000001 0.003249664000000002), :total-error 0, :amalgamated-error 0.022760484000000004}
{:generation 72, :program (false :integer_quot :string_remove_char :string_parse_to_chars :integer_eq :integer_mult :string_concat :boolean_not :boolean_not "(" :string_from_char 0 :boolean_eq :string_nth :boolean_or :integer_mult :boolean_or :string_length "(" :string_eq :string_contains :in1 :string_butlast :string_parse_to_chars :string_eq 0 :string_nth :exec_dup (:string_eq :string_drop :string_contains :string_butlast :string_eq)), :runtime (0.0032442279999999987 0.003265500000000001 0.0032159479999999993 0.0032544799999999997 0.003294644000000002 0.003280424 0.003300763999999999), :total-error 0, :amalgamated-error 0.022855988}
{:generation 73, :program (:string_nth :string_concat :exec_if (:string_contains false true :string_occurencesof_char :integer_eq :string_rest :exec_dup (:string_concat :boolean_or :string_concat :string_occurencesof_char :string_contains_char :string_butlast :string_replace_char :string_indexof_char :string_butlast :integer_quot :in1 :exec_dup (:string_butlast :string_eq :in1 :integer_quot "(" :exec_dup ("(" :string_concat :string_from_char :string_replace_char :string_butlast :in1 :string_butlast "(" :in1 :exec_dup ())))) ()), :runtime (0.003248256000000001 0.003263272000000001 0.0031685999999999997 0.0018424959999999986 0.0019013679999999992 0.0018576919999999995 0.001818979999999998), :total-error 1, :amalgamated-error 1.017100664}
{:generation 74, :program (1 :integer_quot :integer_quot :boolean_eq :integer_quot "(" :string_nth :string_from_char :string_contains_char :boolean_or :exec_if (0 :integer_add :string_indexof_char :string_drop true :exec_dup ("(" :string_from_char :integer_quot :string_eq :string_nth :integer_subtract 0 :string_concat :string_contains :integer_mult :boolean_and :in1 :string_butlast "(" :in1 :string_butlast :string_eq)) ()), :runtime (0.0031893080000000005 0.0020399079999999996 0.0019082240000000013 0.001905416 0.0019101879999999993 0.00181638 0.0018182919999999998), :total-error 1, :amalgamated-error 1.014587716}
{:generation 75, :program (:string_nth :boolean_eq :string_contains "(" :string_occurencesof_char :string_nth :string_occurencesof_char :boolean_or :string_concat :string_occurencesof_char :string_contains_char :string_butlast :exec_if (:integer_add :string_butlast :string_reverse :integer_quot :string_drop true :exec_dup (:string_eq :string_nth :integer_subtract :exec_dup ("(" :string_concat :string_from_char :string_replace_char :boolean_and :in1 :string_butlast "(" :in1 :string_butlast :string_eq))) ()), :runtime (0.003226384000000002 0.0032277000000000013 0.0025211079999999967 0.0018373480000000012 0.0018416919999999983 0.001834948 0.0018217599999999989), :total-error 1, :amalgamated-error 1.01631094}
{:generation 76, :program (:string_contains :exec_if (:string_concat 1 :string_contains :string_from_char :string_contains :integer_mult :string_replace_char 0 :string_nth :string_iterate (0 :integer_add :integer_quot :in1) :integer_quot :string_iterate (:string_reverse :string_concat "(" :string_nth :integer_quot :string_replace_char :string_length ")" :string_reverse :string_rest :string_contains_char :string_eq "(" :in1 :string_butlast :string_eq :string_take "(" "(" :in1)) ()), :runtime (0.0018807279999999997 0.0018963000000000003 0.001923119999999999 0.0018924479999999982 0.0018477919999999998 0.0019042960000000009 0.001836424), :total-error 1, :amalgamated-error 1.013181108}
{:generation 77, :program (:string_nth true :string_rest :string_rest :string_take :exec_if (:string_nth :string_reverse :string_nth :boolean_and :string_reverse :boolean_not :string_contains :string_contains_char :string_drop) (:in1 :string_concat :string_remove_char :string_reverse :string_reverse) :boolean_eq :boolean_and :string_reverse :string_rest :string_eq :integer_mult :string_contains :integer_eq :integer_quot :string_rest "(" :boolean_eq :string_occurencesof_char :in1 :string_butlast :in1 :string_butlast "(" :string_eq), :runtime (0.002573320000000002 0.001842367999999999 0.001893343999999999 0.00187416 0.001895136 0.0018288440000000005 0.0019865720000000003), :total-error 1, :amalgamated-error 1.013893744}
{:generation 78, :program (:integer_add :string_remove_char :string_indexof_char :string_contains :string_take :string_from_char :string_from_char :string_occurencesof_char :string_concat :string_parse_to_chars false :string_butlast :boolean_and :string_nth :boolean_not :string_from_char :string_contains :integer_quot "(" :exec_dup (:boolean_not :string_contains :exec_if ("(" :in1 :string_butlast :string_occurencesof_char :string_eq :string_parse_to_chars :string_indexof_char) ())), :runtime (0.0032004679999999993 0.0018980120000000004 0.001822435999999999 0.0018380240000000015 0.001875607999999999 0.0018704079999999998 0.0018846719999999996), :total-error 1, :amalgamated-error 1.014389628}
{:generation 79, :program (:integer_add :string_iterate (:string_indexof_char :string_contains :integer_mult :string_reverse :string_parse_to_chars 0 :string_reverse :string_take :integer_mult :string_concat :string_drop :exec_dup (:string_replace_char :boolean_or :integer_quot :boolean_or :string_length "(" :integer_eq :boolean_or :in1 :string_from_char :string_butlast :string_remove_char :string_eq :string_replace_char :string_contains))), :runtime (0.0032997120000000024 0.003238352 0.003333671999999999 0.0032380119999999993 0.003220812000000001 0.002278879999999999 0.001825144), :total-error 1, :amalgamated-error 1.020434584}
{:generation 80, :program (:boolean_not :boolean_eq :integer_mult :string_concat :integer_mult :string_contains :string_indexof_char 0 true :string_drop :string_length :string_reverse :string_concat true :string_remove_char :integer_eq :string_contains_char :string_butlast :string_drop :string_contains_char :boolean_and :integer_eq :integer_quot :boolean_eq :integer_subtract :string_butlast :integer_eq :integer_subtract :boolean_and :boolean_and :string_replace_char "(" :in1 :string_butlast :string_eq :string_butlast :string_indexof_char :in1 "(" :string_butlast), :runtime (0.0019323199999999997 0.0018247 0.001810036 0.0018864799999999994 0.0018646399999999997 0.0018281639999999993 0.0018307440000000007), :total-error 1, :amalgamated-error 1.012977084}
{:generation 81, :program (:string_nth :string_take :string_take :string_concat ")" :integer_subtract :integer_subtract :string_from_char :string_occurencesof_char :integer_subtract :in1 :string_eq :string_from_char :string_parse_to_chars :exec_dup (:string_reverse :string_replace_char :integer_mult :string_occurencesof_char :string_butlast :exec_dup (true "(" true "(" :string_butlast "(" "(" :in1 :string_butlast :string_eq 0))), :runtime (0.003304375999999998 0.0024507400000000025 0.0018380200000000005 0.0018987240000000005 0.0018397839999999986 0.0018345159999999985 0.001851364), :total-error 1, :amalgamated-error 1.015017524}
{:generation 82, :program (false :exec_if (:string_replace_char :boolean_eq :string_nth :string_parse_to_chars :string_reverse 0 1 false :string_contains :boolean_or true :string_reverse :boolean_or) (")" :string_occurencesof_char :string_indexof_char :boolean_and :exec_dup (:string_butlast :string_occurencesof_char 0 :string_parse_to_chars :boolean_eq :string_eq :exec_dup (:string_eq) :integer_eq :in1 true :string_replace_char :string_eq "(" :in1 :string_butlast true :boolean_not :string_eq "(" :string_butlast "("))), :runtime (0.0019884919999999984 0.0018257879999999998 0.0018919719999999996 0.0018832879999999999 0.0018331279999999998 0.0018216599999999997 0.0018333919999999984), :total-error 1, :amalgamated-error 1.01307772}
{:generation 83, :program (:string_parse_to_chars :string_take :in1 :integer_mult :string_contains :string_take :string_remove_char :integer_add :string_contains :boolean_eq :string_concat :exec_if () (:in1 :string_remove_char "(" ")" :string_eq :string_length :string_eq ")" :string_length :string_remove_char :string_butlast :string_butlast 1 :in1 :string_take "(" "(" :boolean_or :in1 :string_butlast :string_eq "(")), :runtime (0.0032109200000000012 0.0019309359999999992 0.0019054279999999987 0.00184504 0.0018261919999999995 0.0018362719999999997 0.0018964759999999996), :total-error 1, :amalgamated-error 1.014451264}
{:generation 84, :program (:integer_add :string_remove_char :exec_dup (:string_indexof_char :string_concat :string_take "(" :string_occurencesof_char 0 :string_length :boolean_and :string_from_char :integer_quot :boolean_eq false :boolean_not "(" :in1 :string_butlast false :string_eq :string_parse_to_chars :string_from_char :string_parse_to_chars :string_indexof_char)), :runtime (0.0023434479999999975 0.0018632280000000004 0.0018721360000000012 0.0018157839999999993 0.0018144639999999991 0.0018231479999999997 0.0019009319999999997), :total-error 1, :amalgamated-error 1.01343314}
