{:generation 0, :program (:string_drop :integer_add :string_rest :string_butlast :string_contains :string_take :string_remove_char :string_concat :string_drop "abcdefghijklmnopqrstuvwxyz" 2 :string_parse_to_chars :boolean_eq :string_indexof_char :integer_add :string_drop :string_contains :in2 :string_take :string_contains :boolean_or :string_occurencesof_char :integer_subtract :string_eq :integer_add 1 :integer_add :string_iterate (:string_drop :in2 :string_contains :boolean_not :string_take :exec_dup ("abcdefghijklmnopqrstuvwxyz" :in2 :string_butlast :integer_subtract :integer_add :in2 "abcdefghijklmnopqrstuvwxyz" :integer_mult :string_iterate (:string_reverse :string_butlast :string_iterate (:string_nth :string_rest :string_rest 0) :string_from_char :string_rest :string_length :integer_quot :string_from_char :string_contains :string_parse_to_chars true :string_parse_to_chars :string_drop :string_contains_char :integer_subtract :boolean_not "abcdefghijklmnopqrstuvwxyz" "abcdefghijklmnopqrstuvwxyz" :string_iterate (:boolean_not "abcdefghijklmnopqrstuvwxyz" true :boolean_and :boolean_not :integer_mult false :string_remove_char "abcdefghijklmnopqrstuvwxyz" :exec_dup (:boolean_not :exec_if (:string_iterate (:in2 :in1 :string_concat true :string_eq :string_contains :boolean_not :exec_if (:string_rest :integer_subtract :string_parse_to_chars "abcdefghijklmnopqrstuvwxyz" :exec_if (:integer_subtract :string_nth :exec_if (:string_contains :string_occurencesof_char) ()) ()) ())) ())))))), :runtime (0.00308996 0.0032106919999999976 0.003136652 0.003227491999999999 0.0031940680000000004 0.003156468000000001 0.0031591880000000016), :total-error 2, :amalgamated-error 2.02217452}
{:generation 43, :program (:string_parse_to_chars :integer_subtract :integer_subtract :in2 :string_rest :string_parse_to_chars :string_parse_to_chars :integer_mult :string_concat :in2 :string_parse_to_chars :string_parse_to_chars true :in1 true :boolean_eq :string_indexof_char :integer_mult :string_eq :string_iterate (true :string_length true :string_drop :string_eq 1 2 :boolean_or :string_rest) true :string_eq), :runtime (0.003171124 0.003172680000000002 0.0032027600000000002 0.003209544000000001 0.003186276 0.0031633399999999997 0.0031432519999999987), :total-error 1, :amalgamated-error 1.022248976}
{:generation 44, :program (:integer_quot 0 true :string_length :string_contains_char :boolean_or :string_reverse :integer_eq true :in2 :string_take :exec_dup (:string_iterate (:string_remove_char :string_occurencesof_char :string_take :integer_add :string_from_char :boolean_or :string_occurencesof_char :string_iterate (true :string_contains_char :string_parse_to_chars :in2 :string_parse_to_chars :string_eq :boolean_or :string_from_char "abcdefghijklmnopqrstuvwxyz" :string_butlast :string_contains :string_contains :exec_dup (:string_eq 0))))), :runtime (0.0030954199999999993 0.0031200120000000014 0.0031289080000000023 0.0031432520000000018 0.0031253080000000003 0.003074080000000001 0.0031383000000000027), :total-error 1, :amalgamated-error 1.02182528}
{:generation 45, :program (:boolean_or :string_replace_char :integer_mult :integer_subtract :string_eq :string_nth :string_contains :in2 :exec_if (:exec_if (1 :string_eq :string_rest :string_parse_to_chars :string_remove_char :in1 :string_contains :integer_quot true :string_contains 1 1 :string_rest) ()) ()), :runtime (0.0018691760000000006 0.0018863640000000002 0.0018258959999999992 0.0018410719999999996 0.0018240439999999988 0.0018825559999999981 0.0018238120000000002), :total-error 1, :amalgamated-error 1.01295292}
{:generation 46, :program (:integer_mult :string_eq :string_butlast :string_contains :integer_quot :string_length :string_contains :string_rest :integer_mult :string_rest :string_contains :string_iterate (:integer_mult :string_occurencesof_char :in2 :string_contains_char :string_parse_to_chars :string_parse_to_chars) true "" :string_occurencesof_char :string_contains :in2 :integer_subtract :string_parse_to_chars :in1 :string_rest :string_contains :string_contains :string_eq :string_concat true :string_eq), :runtime (0.0031335159999999985 0.003010904000000001 0.003037443999999998 0.0031158400000000012 0.0030705319999999978 0.0031361799999999993 0.02470192399999999), :total-error 1, :amalgamated-error 1.04320634}
{:generation 47, :program (:boolean_or :string_replace_char :integer_mult :integer_subtract :string_eq :string_nth :string_contains 2 :in2 :exec_if (:exec_if (1 :string_eq :string_rest :string_parse_to_chars :string_remove_char :in1 :string_contains :integer_quot true :string_take :string_contains 1 1 :string_rest) ()) ()), :runtime (0.003132788000000001 0.003147764 0.0031660959999999993 0.00318844 0.003160420000000001 0.0031270200000000008 0.003107064), :total-error 1, :amalgamated-error 1.022029592}
{:generation 48, :program (:integer_mult :string_eq :string_length :string_indexof_char :string_reverse :string_replace_char true :string_contains :string_contains_char :integer_eq :string_remove_char 1 :string_length :in2 :string_parse_to_chars :string_iterate (:string_butlast :string_rest :string_parse_to_chars :string_contains true true 1 :string_contains)), :runtime (0.003132668 0.003168640000000002 0.0031165880000000004 0.0031944240000000026 0.0031972120000000022 0.008061700000000007 0.003134539999999999), :total-error 1, :amalgamated-error 1.027005772}
{:generation 49, :program (:string_replace_char :integer_quot :string_contains_char :integer_mult :integer_subtract :in2 :boolean_or :integer_subtract :integer_subtract :string_rest false :string_from_char :string_drop :string_take :string_parse_to_chars :integer_quot :integer_quot true :string_contains true "" 0 :string_reverse :string_length :string_contains :string_contains "" :string_length 0 :string_remove_char :string_contains :string_contains :exec_dup ()), :runtime (0.003136096 0.003182536 0.0031338320000000005 0.0031488439999999996 0.003119015999999998 0.0030777240000000013 0.003126587999999999), :total-error 1, :amalgamated-error 1.021924636}
{:generation 50, :program (true :string_iterate (0 :string_contains_char :exec_dup (:string_butlast :string_parse_to_chars :string_parse_to_chars :in2 1 :string_remove_char 0 :integer_subtract :string_contains)) :string_eq), :runtime (0.0030546679999999995 0.0031497359999999993 0.003160324 0.0030460160000000008 0.0031426759999999996 0.003125980000000001 0.0030970680000000023), :total-error 1, :amalgamated-error 1.021776468}
{:generation 51, :program (1 :exec_if (:string_occurencesof_char :string_length :string_eq :integer_mult :integer_mult :boolean_eq :in2 :integer_mult true true 1 :boolean_and :string_parse_to_chars :in1 :string_take 0 :string_contains :string_nth :string_occurencesof_char true :in2 :string_eq :string_eq :string_eq :integer_quot) ()), :runtime (0.003151144000000002 0.0027610839999999983 0.002509192 0.0031598519999999995 0.0030966759999999987 0.0031831479999999994 0.0031512519999999976), :total-error 1, :amalgamated-error 1.021012348}
{:generation 52, :program (:integer_mult true :string_parse_to_chars :integer_add :string_concat :string_remove_char :string_butlast :in2 :string_parse_to_chars :in2 :string_parse_to_chars true :string_contains :string_contains :string_contains :string_eq :boolean_or true :string_remove_char :string_contains), :runtime (0.0031361320000000024 0.003165948000000001 0.003156692 0.003099280000000002 0.0031643160000000017 0.027254580000000007 0.0030769200000000008), :total-error 1, :amalgamated-error 1.046053868}
{:generation 53, :program (:string_contains_char :string_butlast :boolean_eq :string_contains :string_length true :string_reverse 2 :string_contains :string_occurencesof_char :string_indexof_char :in2 :in2 :string_reverse :in2 :string_contains :integer_add true :string_occurencesof_char :string_drop :string_length :string_take :string_concat :string_nth :in2 true :string_contains 2 :integer_quot :integer_quot :string_drop :string_parse_to_chars :string_eq :string_butlast :string_replace_char :boolean_eq :string_contains :exec_if () ()), :runtime (0.0031848400000000017 0.003136728 0.002008655999999999 0.001845715999999999 0.0018717279999999985 0.0018720719999999998 0.0018759959999999993), :total-error 1, :amalgamated-error 1.015795736}
{:generation 54, :program (:string_contains_char :boolean_and :string_concat :in2 :string_butlast :integer_mult :boolean_and :integer_eq :string_parse_to_chars :string_butlast :string_contains :string_reverse :string_rest true :in1 0 0 :integer_add :string_contains :integer_quot), :runtime (0.0031220599999999994 0.0031992200000000013 0.003180667999999999 0.003178296 0.003143028 0.0031032879999999996 0.0031060839999999985), :total-error 1, :amalgamated-error 1.022032644}
{:generation 55, :program (1 :integer_add :in2 :integer_subtract :string_drop :string_rest :boolean_and :in1 :in2 0 :integer_subtract :string_parse_to_chars :boolean_or :string_length :integer_quot :integer_subtract true false :string_contains true :string_parse_to_chars 1 :string_replace_char :string_length :string_contains), :runtime (0.0031168720000000006 0.003223892000000002 0.0031725799999999995 0.003120756 0.003197464 0.0031968319999999997 0.0031818159999999983), :total-error 1, :amalgamated-error 1.022210212}
{:generation 56, :program (:string_concat :string_length :string_contains :string_eq true :integer_mult :boolean_and :integer_mult :integer_mult :in2 :string_butlast 1 :string_parse_to_chars :string_parse_to_chars :string_take 0 :string_contains :string_occurencesof_char true :string_eq :string_eq :string_eq :integer_quot 1), :runtime (0.0030597640000000013 0.0031370160000000003 0.003101660000000001 0.0031277000000000006 0.003105936 0.0031674480000000002 0.0031511920000000006), :total-error 1, :amalgamated-error 1.021850716}
{:generation 57, :program (:in1 :boolean_and :in2 :string_butlast :string_parse_to_chars :in2 false :string_replace_char :string_contains true :string_replace_char :string_contains :string_drop), :runtime (0.003145544 0.0031792039999999997 0.0031480559999999993 0.0031310039999999993 0.0031636480000000007 0.003145384000000002 0.008871236000000001), :total-error 1, :amalgamated-error 1.027784076}
{:generation 58, :program (:string_concat true :integer_mult :string_iterate (:in2 :string_drop :string_rest :in2 :in2 :in2 :string_parse_to_chars :boolean_eq true :string_contains true :integer_mult true :string_contains :in1 :string_contains)), :runtime (0.003288475999999999 0.0030597719999999997 0.0030491639999999996 0.0031230600000000004 0.00311728 0.003094543999999998 0.0030833080000000025), :total-error 1, :amalgamated-error 1.021815604}
{:generation 59, :program (:integer_mult :boolean_or :string_nth :boolean_and :in2 :string_remove_char :integer_mult :string_butlast :string_butlast :string_contains :string_parse_to_chars :string_from_char :string_iterate (:string_drop) true :string_contains :string_contains true :string_contains 1 :boolean_and :string_nth), :runtime (0.003184984000000002 0.008470424000000002 0.0031728999999999993 0.003199224000000001 0.0031732360000000007 0.003202976000000001 0.0031235760000000007), :total-error 1, :amalgamated-error 1.02752732}
{:generation 60, :program (:integer_mult :string_nth :string_indexof_char :boolean_or :in2 :integer_subtract :boolean_eq true :string_butlast :string_contains :string_parse_to_chars :integer_eq :string_rest :boolean_and :string_parse_to_chars 0 true true :string_drop 0 :string_contains true true :string_contains), :runtime (0.010532279999999988 0.003170964 0.0031314720000000015 0.0031078200000000003 0.0031291559999999997 0.0031719280000000005 0.0031773120000000003), :total-error 1, :amalgamated-error 1.029420932}
{:generation 61, :program (:in1 :boolean_or :boolean_or :string_reverse :string_parse_to_chars :in2 :string_butlast :integer_mult :exec_dup (true :string_reverse :boolean_and 1 :exec_dup (:string_replace_char :integer_mult :string_remove_char 1 :string_butlast :string_eq :string_parse_to_chars :string_length :string_contains))), :runtime (0.003133040000000003 0.003154364 0.003153252000000002 0.0031446399999999998 0.0031267080000000023 0.003099587999999999 0.003130743999999999), :total-error 1, :amalgamated-error 1.021942336}
{:generation 62, :program (:string_contains_char :string_iterate (:in2) :string_length :string_remove_char :string_length :in2 :string_butlast :string_parse_to_chars :string_contains :string_parse_to_chars :integer_mult :integer_mult :integer_subtract 0 :string_contains_char :string_rest true :string_contains), :runtime (0.007275823999999999 0.003139876 0.0031354720000000024 0.0031639800000000007 0.0031663400000000014 0.0031854360000000003 0.003155708), :total-error 1, :amalgamated-error 1.026222636}
{:generation 63, :program (:in1 :boolean_or :boolean_or :string_reverse :in2 :string_butlast :integer_mult :exec_dup (true :string_reverse :boolean_and 1 :exec_dup (:integer_mult :string_remove_char 1 1 :string_butlast :string_eq :string_parse_to_chars :string_length :string_contains))), :runtime (0.0031936560000000013 0.0030733680000000012 0.0031573159999999986 0.03600184399999999 0.0031656200000000035 0.0031484759999999994 0.003138899999999999), :total-error 1, :amalgamated-error 1.05487918}
{:generation 64, :program (:string_replace_char true true :integer_mult :string_contains_char :boolean_and true :string_concat :string_contains_char :string_contains :in2 :string_butlast :string_contains :string_butlast :boolean_not :string_parse_to_chars :string_parse_to_chars :in2 :integer_quot :string_contains_char true :integer_subtract :string_contains :string_contains :string_eq), :runtime (0.0031128079999999977 0.0030962400000000023 0.0018501399999999984 0.0031283560000000023 0.0031204640000000016 0.0031134800000000014 0.003132400000000001), :total-error 1, :amalgamated-error 1.020553888}
{:generation 65, :program (:exec_if (:string_length :string_drop :boolean_and :string_nth true :string_from_char :string_remove_char :in2 :string_from_char :string_nth :boolean_or :boolean_or :boolean_and :in2 false :in2 true :integer_mult :integer_mult :string_parse_to_chars true :string_remove_char :string_contains) (:string_contains :string_drop true :string_contains)), :runtime (0.003178028000000002 0.0031484320000000005 0.0031653759999999997 0.0031583879999999994 0.0031481239999999982 0.003044167999999999 0.0031616919999999994), :total-error 1, :amalgamated-error 1.022004208}
{:generation 66, :program (:string_replace_char true :string_contains :string_parse_to_chars :string_contains_char :string_from_char :in2 :string_butlast :string_contains :string_parse_to_chars true :string_parse_to_chars :in2 :string_remove_char :integer_mult true :integer_eq :string_contains :string_contains :boolean_eq :string_nth :integer_mult :string_iterate ()), :runtime (0.003098403999999998 0.0031008759999999994 0.0032723360000000007 0.003156444 0.0031337640000000003 0.0030787080000000007 0.0032018960000000005), :total-error 1, :amalgamated-error 1.022042428}
{:generation 67, :program (:string_concat :string_drop :boolean_and true :string_butlast :integer_add :boolean_and :boolean_or :string_nth :boolean_and "" :in2 :string_butlast :string_parse_to_chars :string_from_char :string_indexof_char :string_iterate (0 :string_length) :string_drop :string_contains :string_contains :string_contains), :runtime (0.003168060000000001 0.0031461239999999997 0.0031715159999999997 0.0031522919999999992 0.003099764 0.003155848000000002 0.0031510599999999976), :total-error 1, :amalgamated-error 1.022044664}
{:generation 68, :program (:string_contains_char :string_indexof_char :string_reverse :string_parse_to_chars :in2 :string_parse_to_chars :string_contains :in2 :in2 :string_rest true :string_length :string_contains :string_replace_char :string_contains :integer_eq :integer_subtract :string_contains :string_contains :string_from_char :string_parse_to_chars), :runtime (0.0030957760000000006 0.0031683480000000005 0.0031649999999999985 0.0031802240000000015 0.0018598119999999995 0.0018734399999999997 0.0018129839999999995), :total-error 1, :amalgamated-error 1.018155584}
{:generation 69, :program (:string_rest :string_concat :integer_mult :boolean_or :string_remove_char :in2 true :string_eq :string_length true :in2 :string_butlast 1 :string_butlast :boolean_and :string_parse_to_chars :in2 :integer_eq :string_indexof_char :string_contains :string_remove_char :string_contains :string_contains), :runtime (0.003112624000000001 0.003182832 0.0032371519999999992 0.003081036000000002 0.0018243640000000004 0.00314326 0.001983188), :total-error 1, :amalgamated-error 1.019564456}
{:generation 70, :program (true :string_from_char :string_contains :string_reverse :string_length :string_replace_char :string_parse_to_chars :string_indexof_char :integer_eq :string_remove_char :string_parse_to_chars :string_length :string_length :in2 :string_butlast :string_parse_to_chars "" :string_nth :string_concat :string_contains :integer_mult true :string_contains), :runtime (0.003138712000000001 0.003155752000000001 0.039133787999999996 0.0032319920000000034 0.0031824720000000026 0.003049972 0.0031637599999999985), :total-error 1, :amalgamated-error 1.058056448}
{:generation 71, :program (:boolean_and :boolean_or :string_indexof_char :string_indexof_char :string_length :in2 :in1 :string_butlast :string_parse_to_chars "" :string_contains :string_from_char :integer_mult :in2 :integer_add :string_contains :string_remove_char :integer_quot :string_contains :string_nth :string_nth :string_drop), :runtime (0.003105203999999998 0.0031539639999999996 0.003176443999999999 0.00315516 0.003083128 0.0031186559999999996 0.003105771999999998), :total-error 1, :amalgamated-error 1.021898328}
{:generation 72, :program (:string_replace_char :string_contains 0 true :string_parse_to_chars :string_length :string_rest :string_reverse :in2 :string_butlast :string_parse_to_chars :string_parse_to_chars true :string_nth :string_nth :string_parse_to_chars :string_contains true :string_eq :string_contains 1 :boolean_and 1), :runtime (0.003128755999999999 0.0031356720000000004 0.0031369520000000014 0.0031014880000000003 0.003170487999999998 0.0032010199999999997 0.0031863679999999998), :total-error 1, :amalgamated-error 1.022060744}
{:generation 73, :program (:string_replace_char :string_from_char :integer_eq :boolean_or 0 :string_contains :string_butlast :string_reverse :in2 :string_butlast :string_parse_to_chars false :string_indexof_char :string_length :string_concat true 1 :boolean_or :string_contains), :runtime (0.0030432080000000012 0.0031563040000000013 0.003134139999999999 0.0031534240000000015 0.003131656000000001 0.003089144 0.003140608000000001), :total-error 1, :amalgamated-error 1.021848484}
{:generation 74, :program (true :integer_mult true :string_remove_char :string_remove_char :integer_quot false :string_rest :in1 :in2 :string_eq :string_parse_to_chars :string_contains true :in2 :string_contains true :string_contains 2), :runtime (0.003049587999999998 0.003114008 0.0031762639999999985 0.003197903999999999 0.0031727560000000014 0.0030943280000000012 0.0031849440000000016), :total-error 1, :amalgamated-error 1.021989792}
{:generation 75, :program (:string_concat :string_eq :in2 :string_remove_char :string_concat :string_contains :string_butlast :string_parse_to_chars :integer_mult true true :string_rest :string_contains true :string_replace_char :string_contains :in1 :string_contains_char :string_from_char), :runtime (0.0031265039999999987 0.003108032 0.003165744000000001 0.0030707879999999988 0.0031300999999999994 0.003142576 0.007083540000000002), :total-error 1, :amalgamated-error 1.025827284}
{:generation 76, :program (:string_indexof_char 2 :string_length :in2 :integer_quot false :integer_add :string_butlast :string_parse_to_chars :integer_quot :integer_mult :string_from_char :string_contains true :string_contains), :runtime (0.0031606119999999993 0.003220916000000001 0.003236387999999997 0.003220583999999996 0.003176067999999999 0.007657676000000001 0.003196624000000001), :total-error 1, :amalgamated-error 1.026868868}
{:generation 77, :program (:boolean_and :string_occurencesof_char :boolean_and 2 "abcdefghijklmnopqrstuvwxyz" :string_nth :boolean_eq :in2 :string_butlast :string_butlast :string_parse_to_chars :boolean_not :string_parse_to_chars :in2 :string_from_char true :string_nth :string_concat :integer_subtract :string_contains :string_contains :exec_dup (:string_length :string_eq :string_eq)), :runtime (0.0031457360000000014 0.0031225560000000003 0.003170620000000002 0.003154396 0.003070776000000001 0.0031463879999999995 0.0031356279999999975), :total-error 1, :amalgamated-error 1.0219461}
{:generation 78, :program (false :string_replace_char :string_rest :boolean_eq :in2 :string_butlast :string_parse_to_chars :boolean_not :string_replace_char :in2 0 :boolean_eq :integer_subtract :string_drop :string_contains :string_indexof_char :string_contains true :string_contains 1 :boolean_eq ""), :runtime (0.0031436960000000035 0.0031353240000000044 0.0032053799999999994 0.00310494 0.0031646520000000013 0.0031837 0.003124760000000001), :total-error 1, :amalgamated-error 1.0220624520000001}
{:generation 79, :program (:integer_mult :integer_mult :string_rest :boolean_and :string_indexof_char 2 :in2 :string_remove_char :string_butlast :string_parse_to_chars :string_replace_char true :string_contains :string_iterate (0 :string_contains :boolean_or :string_contains) :string_contains_char :string_concat :string_contains), :runtime (0.0031857000000000005 0.003116583999999999 0.003171544 0.0031757360000000006 0.0031288480000000013 0.0031719160000000008 0.039269776), :total-error 1, :amalgamated-error 1.058220104}
{:generation 80, :program (:boolean_and true :string_reverse :in2 :string_remove_char :string_replace_char :string_remove_char :string_butlast :string_parse_to_chars :string_eq :integer_add :string_remove_char :string_iterate (:string_contains :string_from_char 1 :boolean_or :boolean_eq) :string_eq), :runtime (0.0031918280000000007 0.0031559320000000006 0.003139152 0.003208047999999999 0.003166668000000001 0.0031717840000000004 0.0031145200000000026), :total-error 1, :amalgamated-error 1.022147932}
{:generation 81, :program (:integer_mult :string_rest :string_indexof_char 2 :in2 :integer_quot :string_contains :string_parse_to_chars :string_parse_to_chars :string_replace_char true :string_indexof_char :string_length :string_indexof_char 0 :string_contains :boolean_or :string_contains :string_length :string_occurencesof_char :string_contains_char :string_concat :string_contains), :runtime (0.003146772 0.003145868 0.0031366560000000003 0.0031733320000000022 0.003172791999999999 0.038778312 0.003089935999999999), :total-error 1, :amalgamated-error 1.057643668}
{:generation 82, :program (:string_replace_char :boolean_and :in2 :string_butlast :integer_eq :string_replace_char :string_parse_to_chars 1 :string_iterate (0 1 true :integer_quot 1 :string_contains)), :runtime (0.0031873759999999996 0.0031821759999999992 0.0030935720000000028 0.0031441 0.003188912000000001 0.04389177600000003 0.003183336), :total-error 1, :amalgamated-error 1.062871248}
{:generation 83, :program (true :string_eq :integer_quot :integer_mult :in2 :string_butlast :boolean_eq :integer_quot :string_iterate (:string_reverse :string_butlast :string_parse_to_chars false true :string_occurencesof_char :string_indexof_char :string_contains :string_occurencesof_char :in2)), :runtime (0.016380903999999998 0.0031017560000000007 0.0031635439999999973 0.003125412 0.003112319999999999 0.003055464000000002 0.015900323999999997), :total-error 1, :amalgamated-error 1.047839724}
{:generation 84, :program (:string_parse_to_chars :string_replace_char :string_length :boolean_not :in2 :string_from_char :string_eq :string_butlast :string_parse_to_chars true :string_concat false :string_butlast true :boolean_and 1 true :string_eq 1 :string_eq :string_eq), :runtime (0.0031173919999999996 0.003189160000000003 0.0031695639999999984 0.0031827439999999986 0.003196576000000001 0.0032036119999999998 0.0031920280000000017), :total-error 1, :amalgamated-error 1.022251076}
{:generation 85, :program (:string_length :string_contains_char :integer_mult false 2 :string_indexof_char 1 :in2 :boolean_or :string_parse_to_chars :in2 :string_reverse true :boolean_or :string_nth :in2 :in2 :boolean_and :string_concat :string_concat :string_contains :string_butlast :integer_quot :string_length :string_eq), :runtime (0.0030809639999999972 0.0031235560000000017 0.0031558119999999983 0.001884859999999999 0.0018758879999999996 0.0018270079999999993 0.0018237559999999997), :total-error 1, :amalgamated-error 1.016771844}
{:generation 86, :program (:string_parse_to_chars false :string_replace_char :string_eq :string_occurencesof_char :integer_quot :string_parse_to_chars :in2 :string_butlast true :string_butlast :string_parse_to_chars :string_concat :exec_dup (:integer_mult :string_remove_char :string_eq :string_eq :integer_mult :string_contains)), :runtime (0.0031194359999999984 0.04297385600000004 0.003131532 0.0030914360000000004 0.0030890440000000004 0.0030201160000000015 0.0030971559999999985), :total-error 1, :amalgamated-error 1.061522576}
{:generation 87, :program (:string_length :string_contains_char :integer_subtract 2 1 :in2 :boolean_or :string_parse_to_chars :string_reverse true :boolean_or :string_nth :boolean_or :string_nth :in2 :integer_eq :string_contains :string_butlast :string_eq), :runtime (0.00196148 0.0019800280000000004 0.0031335200000000003 0.003199519999999999 0.0031399360000000025 0.0031331319999999985 0.003097788), :total-error 1, :amalgamated-error 1.019645404}
{:generation 88, :program (:string_length :integer_mult :boolean_eq :string_occurencesof_char :boolean_eq :in2 :string_butlast :integer_quot 2 :string_contains :string_parse_to_chars :integer_add :string_indexof_char :boolean_eq :string_butlast true true true :string_length :string_eq :integer_quot :string_parse_to_chars), :runtime (0.003195999999999999 0.003158268000000001 0.003159852000000001 0.0031255319999999986 0.003125559999999999 0.0031695520000000017 0.0020599879999999983), :total-error 1, :amalgamated-error 1.020994752}
{:generation 89, :program (:string_replace_char :string_length :string_replace_char :in2 :string_remove_char :string_rest :string_butlast :integer_mult :string_butlast :string_parse_to_chars :string_concat :in2 :string_contains), :runtime (0.0031402360000000033 0.0031859519999999993 0.0031252240000000002 0.0031027639999999987 0.003136964 0.0031358959999999996 0.003124936000000001), :total-error 1, :amalgamated-error 1.021951972}
{:generation 90, :program (:string_parse_to_chars 2 2 :boolean_or :string_concat :string_indexof_char :integer_eq :in2 :string_butlast :string_contains :string_parse_to_chars :string_nth :boolean_or :string_concat :integer_mult :string_reverse :string_nth :string_reverse :string_contains :integer_quot :string_concat :boolean_eq :string_remove_char :integer_mult), :runtime (0.0032075759999999976 0.003090695999999999 0.0031346879999999988 0.0031522920000000005 0.003071852000000002 0.00312114 0.0030831800000000005), :total-error 1, :amalgamated-error 1.021861424}
{:generation 91, :program (true :in2 false :integer_mult true 0 :string_contains :string_rest 1 :string_butlast :string_parse_to_chars :string_from_char true :string_occurencesof_char :string_parse_to_chars :string_contains :string_remove_char :string_nth :string_length :integer_mult :string_length), :runtime (0.0030457960000000004 0.003091736 0.003044772000000002 0.003122788 0.0030356400000000005 0.003131503999999999 0.0031459119999999985), :total-error 1, :amalgamated-error 1.021618148}
{:generation 92, :program (:string_replace_char :string_iterate (:in1 :in2 :integer_add :integer_eq :string_from_char :string_butlast :string_contains false) :string_butlast :boolean_not :string_from_char :string_parse_to_chars :string_length :string_eq :integer_mult :string_nth :string_eq :string_contains), :runtime (0.0031411559999999982 0.0030947440000000004 0.0030968480000000006 0.003143256000000001 0.00311054 0.0031186520000000013 0.0030569560000000004), :total-error 1, :amalgamated-error 1.021762152}
{:generation 93, :program (1 true :string_length :in2 :in2 :in2 1 :string_nth :string_parse_to_chars :string_concat :string_concat :string_concat :string_nth true true :string_eq :string_length :string_parse_to_chars), :runtime (0.0031177319999999985 0.07523678799999997 0.0018066279999999998 0.0018470760000000007 0.0018575320000000005 0.001805855999999999 0.0018086040000000005), :total-error 1, :amalgamated-error 1.0874802159999999}
{:generation 94, :program (:boolean_eq :string_occurencesof_char true :in2 :string_butlast :integer_eq 1 :string_remove_char :string_parse_to_chars :string_contains :in1 :string_from_char true true true :string_eq), :runtime (0.003184647999999998 0.003128843999999999 0.003078184000000001 0.0031302679999999994 0.003081604000000001 0.003119100000000003 0.0030532479999999997), :total-error 1, :amalgamated-error 1.021775896}
{:generation 95, :program (:string_replace_char 2 :string_iterate (:integer_add :in2 :string_butlast :exec_if (:integer_quot :in2 :string_concat :string_parse_to_chars :string_concat :integer_mult :string_butlast :boolean_or true :string_concat :string_contains true :string_contains) ())), :runtime (0.003138576000000001 0.003105948 0.003127836 0.003152264000000002 0.0031735880000000006 0.002943740000000004 0.0018677000000000006), :total-error 1, :amalgamated-error 1.020509652}
{:generation 96, :program (:integer_mult :string_length :in2 :string_contains :string_indexof_char :in2 :string_butlast :string_butlast :integer_mult :string_length true :string_butlast :string_contains :string_parse_to_chars :string_nth :integer_quot :string_contains :string_contains :integer_quot), :runtime (0.0030496920000000005 0.0031353039999999993 0.0030958399999999986 0.0030577599999999975 0.00305382 0.0031715439999999992 0.0031432920000000015), :total-error 1, :amalgamated-error 1.021707252}
{:generation 97, :program (:string_iterate (:string_replace_char :integer_eq :string_from_char :in2 :string_parse_to_chars :string_concat :string_contains_char :string_parse_to_chars :string_reverse :string_length :boolean_eq true :string_contains :string_contains :string_contains :boolean_or :integer_quot :boolean_and :string_length)), :runtime (0.0030751359999999996 0.0031350040000000016 0.003168396 0.003096240000000001 0.0030724119999999988 0.003152748000000001 0.003133771999999999), :total-error 1, :amalgamated-error 1.021833708}
{:generation 98, :program (2 :integer_subtract 1 :string_occurencesof_char :in2 :boolean_not :boolean_not :in2 :string_parse_to_chars :integer_eq :string_rest true 2 :string_concat :boolean_or :string_replace_char :string_length :string_indexof_char :string_contains :integer_quot :string_eq :integer_quot :boolean_or :string_reverse :string_contains :string_from_char :string_drop :string_indexof_char :integer_subtract), :runtime (0.0031582920000000005 0.006849776000000001 0.003143279999999997 0.003129448000000002 0.003137996000000001 0.003103248000000003 0.003055508000000001), :total-error 1, :amalgamated-error 1.025577548}
{:generation 99, :program (:integer_subtract :string_length true :in2 :string_butlast true :integer_mult :string_take :string_parse_to_chars 1 :string_butlast :string_concat :boolean_or :boolean_or :string_remove_char :string_eq :string_contains :string_concat :string_remove_char :string_contains :integer_subtract), :runtime (0.0019077439999999988 0.0018351320000000013 0.0018337040000000013 0.0018963079999999991 0.0018893519999999989 0.0018333160000000013 0.0018344400000000005), :total-error 1, :amalgamated-error 1.013029996}
{:generation 100, :program (true :string_replace_char :in2 :integer_eq :boolean_eq :string_drop :string_contains 1 :string_concat true :string_parse_to_chars :string_eq :boolean_not :string_length true :string_parse_to_chars :string_contains), :runtime (0.0031833160000000016 0.003147168000000001 0.003171456 0.0031635600000000023 0.0031290640000000017 0.003059892000000001 0.003104039999999997), :total-error 1, :amalgamated-error 1.021958496}
{:generation 101, :program (true :string_butlast 2 :in2 :boolean_eq :string_butlast 2 :string_contains 1 :string_concat true true true :string_parse_to_chars :string_remove_char :string_contains :string_occurencesof_char :boolean_or :string_eq :integer_subtract), :runtime (0.0028506880000000027 0.0031308480000000025 0.008836311999999999 0.0030989119999999975 0.0031224879999999984 0.0031810400000000004 0.0031670520000000005), :total-error 1, :amalgamated-error 1.02738734}
