{:generation 0, :program (1 :string_take :string_replace_char false :string_occurencesof_char :string_reverse :integer_add :string_parse_to_chars :in2 true "" :string_take :in2 :string_iterate (:integer_add :string_from_char :string_concat 2 :string_indexof_char :integer_subtract :string_from_char :string_nth :string_nth :string_contains :string_replace_char :string_length :boolean_not :boolean_and 2 :string_contains "abcdefghijklmnopqrstuvwxyz" :boolean_not :string_remove_char :string_replace_char :string_contains :boolean_or :string_contains 2 :string_eq)), :runtime (0.0031701120000000014 0.003194880000000001 0.0030761440000000016 0.003177440000000001 0.003162472000000001 0.003103856 0.0032259880000000025), :total-error 2, :amalgamated-error 2.022110892}
{:generation 35, :program (:string_drop :string_indexof_char :string_contains :in2 :integer_subtract :string_eq :string_from_char :string_parse_to_chars :string_indexof_char :integer_add :string_parse_to_chars :string_length :string_from_char :integer_subtract :in2 :string_parse_to_chars :boolean_not :string_nth :string_reverse :boolean_or 0 2 :integer_subtract :boolean_or :string_from_char :string_iterate (:string_eq :integer_add :string_length :string_butlast :integer_eq :string_nth :string_occurencesof_char :boolean_and :string_from_char :string_from_char :string_reverse :string_occurencesof_char :boolean_and 1 :string_butlast :string_take true :string_concat :string_contains :string_eq :string_nth :in2 :string_length :string_drop 2)), :runtime (0.003230203999999999 0.001890503999999999 0.0019095600000000003 0.0018249840000000002 0.0018369639999999995 0.001878876000000001 0.007311444000000001), :total-error 1, :amalgamated-error 1.019882536}
{:generation 36, :program (:integer_subtract true :boolean_eq :string_from_char :string_nth :string_iterate (:in2 :string_iterate (:string_occurencesof_char :string_concat :string_reverse :string_take :string_contains_char :boolean_and :in2 :integer_add :string_contains_char :string_reverse :integer_subtract :string_butlast 2 :in1 false :integer_eq 0 :string_length :integer_add :boolean_not true :string_rest false :string_butlast :string_iterate (:string_length :in2) :string_nth 1 :integer_quot :string_indexof_char :boolean_and :string_from_char :string_replace_char :string_eq :string_take :in2 :string_replace_char :boolean_and :string_indexof_char :boolean_or "abcdefghijklmnopqrstuvwxyz") :string_replace_char :string_eq true)), :runtime (0.0031536039999999982 0.003175327999999999 0.003237356000000002 0.003148303999999999 0.0030951240000000016 0.0031470600000000006 0.00317402), :total-error 1, :amalgamated-error 1.022130796}
{:generation 37, :program (:integer_add :string_rest 1 :string_contains_char :in2 :string_iterate (:string_take :string_eq :boolean_not :boolean_and :string_length :string_parse_to_chars :string_drop :string_parse_to_chars :string_rest :integer_quot :string_concat :string_iterate (:string_reverse :integer_mult :string_take :string_contains :string_rest :string_length :string_occurencesof_char :integer_subtract :string_indexof_char :string_take :string_reverse :string_from_char :string_remove_char :string_reverse :string_contains :string_replace_char :string_indexof_char) :boolean_eq :integer_mult :string_occurencesof_char :integer_add :string_concat :integer_subtract true true :integer_quot) :integer_quot :boolean_or :integer_mult), :runtime (0.0032280919999999992 0.003230388000000002 0.003247855999999995 0.0032220119999999994 0.0031072759999999995 0.0028218200000000005 0.0019332599999999996), :total-error 1, :amalgamated-error 1.020790704}
{:generation 38, :program (:integer_quot :in2 :string_contains :string_occurencesof_char :string_contains :string_indexof_char :string_take :string_remove_char :boolean_not :boolean_not :string_indexof_char :in1 :string_contains :string_iterate (false :string_rest :string_parse_to_chars :string_rest :integer_mult :string_concat :string_parse_to_chars "" :boolean_or :string_drop :string_rest 1 :in2 false "" true :string_length :string_contains :string_eq :string_contains :string_reverse :string_nth :exec_if (:boolean_and "abcdefghijklmnopqrstuvwxyz" :integer_mult :boolean_and :in1 2) (:string_from_char :string_rest :boolean_or :exec_if (:boolean_and "abcdefghijklmnopqrstuvwxyz" :string_contains :exec_dup (:string_length) "") (:string_remove_char true)))), :runtime (0.003184024 0.0031757039999999984 0.003232107999999999 0.0031908200000000035 0.062489032000000014 0.0032564760000000008 0.003238495999999998), :total-error 1, :amalgamated-error 1.08176666}
{:generation 39, :program (:exec_dup (true :string_reverse :string_from_char :in1 true :integer_eq :string_take "" :string_contains :integer_mult :string_rest :string_take :integer_mult :string_parse_to_chars false :in2 :integer_quot :string_parse_to_chars :string_parse_to_chars :string_concat :string_length :string_iterate (:integer_quot) :boolean_and :in1 :boolean_not) :string_from_char :string_nth :integer_quot :string_rest :string_rest :integer_subtract :string_rest :string_butlast :string_nth :string_contains :string_butlast :in1), :runtime (0.003086260000000001 0.0031574040000000004 0.0031735679999999994 0.0031665439999999994 0.003077227999999998 0.03697684000000001 0.003146692), :total-error 1, :amalgamated-error 1.055784536}
{:generation 40, :program (:integer_add :string_iterate (0 :in2 false :string_concat :integer_mult :string_iterate (:boolean_and :string_contains_char :in2 false "abcdefghijklmnopqrstuvwxyz" :boolean_or :string_parse_to_chars :string_rest :string_concat :in2 :string_parse_to_chars :string_butlast :in2 :integer_subtract :string_reverse :integer_add :boolean_eq :string_occurencesof_char :string_replace_char :string_reverse :boolean_eq :string_replace_char :integer_quot false :string_rest :string_contains "" :integer_subtract "" :string_remove_char :in1 true true :string_eq) :string_iterate ())), :runtime (0.003160179999999998 0.0032252760000000017 0.0031367880000000015 0.003201636 0.0031828199999999994 0.0031843519999999975 0.0031599599999999986), :total-error 1, :amalgamated-error 1.022251012}
{:generation 41, :program (:string_drop :in1 1 :integer_eq :string_drop :in2 :integer_mult :boolean_and :string_iterate (:string_contains_char :integer_quot :in2 :string_parse_to_chars :string_eq :string_eq :exec_dup (:integer_subtract :in2 :in1 :string_length :integer_subtract 1 :string_replace_char :string_nth :integer_subtract :in2 :integer_eq "" :string_contains) :string_rest false :string_iterate (:string_parse_to_chars :in2 :string_from_char "abcdefghijklmnopqrstuvwxyz" :string_remove_char false) :string_butlast :boolean_eq 2 :string_reverse :in2 :string_concat :string_take true) true :string_take), :runtime (0.04175493199999999 0.0032022159999999986 0.0032029479999999993 0.0031327000000000013 0.003089388000000001 0.0031576000000000004 0.003191543999999999), :total-error 1, :amalgamated-error 1.060731328}
{:generation 42, :program (:string_iterate (true :in2 :string_iterate (:string_concat :string_take :string_occurencesof_char :boolean_and :string_contains_char :string_contains_char false "abcdefghijklmnopqrstuvwxyz" :string_rest "" :string_take :string_concat :string_occurencesof_char :in2 :string_parse_to_chars :string_butlast :string_length :integer_subtract :string_occurencesof_char :integer_add :string_from_char :string_contains :string_length :in1 :string_take :string_replace_char :integer_quot :string_contains false :string_rest :string_contains :in2 :boolean_and :integer_subtract "" :string_remove_char :in1 :string_concat true) :string_contains :string_iterate (:string_length :string_reverse true))), :runtime (0.011566512000000008 0.0031865960000000016 0.0031450040000000025 0.00317976 0.0032230600000000024 0.003190167999999998 0.0031772199999999997), :total-error 1, :amalgamated-error 1.03066832}
{:generation 43, :program (:string_iterate (:string_iterate (true :in2 false :string_indexof_char :string_replace_char :boolean_not :string_iterate (:string_iterate (:integer_mult false :string_remove_char :in1 false :integer_mult :string_eq :string_rest :integer_subtract 1 :string_occurencesof_char :string_length :string_length :string_occurencesof_char :integer_add :string_rest :string_nth true :boolean_not :string_contains :string_replace_char :integer_quot :string_reverse :string_contains :boolean_and :string_contains "" :boolean_and :boolean_eq :in1 :string_concat :string_length)) true :string_iterate ()))), :runtime (0.003156224 0.0032367159999999984 0.003246120000000001 0.0031873560000000014 0.0032195479999999996 0.0032078039999999986 0.003293235999999999), :total-error 1, :amalgamated-error 1.022547004}
{:generation 44, :program (:string_nth true :in2 false :integer_mult :integer_subtract :string_concat :string_take :string_contains_char :string_contains_char false :string_replace_char "abcdefghijklmnopqrstuvwxyz" :boolean_or "" "abcdefghijklmnopqrstuvwxyz" :string_concat :in2 :string_parse_to_chars :string_butlast :string_length :integer_subtract :string_occurencesof_char :boolean_eq :string_from_char :boolean_not :string_contains false :string_rest :boolean_not :string_contains :string_remove_char :in1 :string_concat true :string_take :string_eq :string_rest :string_indexof_char :string_contains :string_iterate (:string_reverse :string_nth)), :runtime (0.0031613200000000004 0.0031740920000000003 0.003155896 0.0031725599999999983 0.0030836120000000003 0.003147963999999999 0.003134152000000002), :total-error 1, :amalgamated-error 1.022029596}
{:generation 45, :program (:integer_quot :boolean_not :string_parse_to_chars :boolean_not :string_length true false :in1 "" :string_length :integer_add :string_take :string_contains true :string_from_char false :string_contains :in2 :string_parse_to_chars :integer_quot :integer_quot :boolean_not :string_parse_to_chars :string_parse_to_chars 1 1 :string_take :integer_quot :string_from_char :boolean_and :string_rest :string_reverse true :string_take :string_length :string_butlast :integer_subtract :boolean_not :string_reverse :string_contains_char :string_butlast :string_butlast :string_eq :boolean_and true :string_rest true :string_contains), :runtime (0.003095395999999999 0.003154084000000001 0.0031474279999999994 0.003207471999999999 0.050738020000000036 0.003229908 0.0031545800000000014), :total-error 1, :amalgamated-error 1.069726888}
{:generation 46, :program (:in2 :string_indexof_char :in2 2 :in2 :string_replace_char :in1 1 :string_from_char :string_iterate (:string_length :string_iterate (:string_contains :integer_add false :in2 :string_parse_to_chars :integer_subtract 1 :integer_add :in2 :boolean_eq :string_parse_to_chars :string_occurencesof_char :string_occurencesof_char :boolean_or :string_contains :string_remove_char :string_concat "" :boolean_or :string_indexof_char :string_eq :boolean_or :string_contains :string_contains_char :boolean_or :boolean_or :in1 :string_replace_char true)) :string_eq true :exec_if () (true true)), :runtime (0.0031834400000000005 0.003228756000000001 0.0032757159999999997 0.0031684359999999984 0.0032046759999999996 0.0031108999999999993 0.0032300200000000005), :total-error 1, :amalgamated-error 1.022401944}
{:generation 47, :program (:string_from_char :string_parse_to_chars true :boolean_eq :string_take :integer_mult :in2 :string_take :integer_subtract :boolean_eq :string_take :in2 :string_parse_to_chars :string_parse_to_chars 2 :string_occurencesof_char :exec_dup (:string_parse_to_chars :string_take :integer_eq :string_parse_to_chars :string_length :string_nth :string_butlast 0 :string_nth true :boolean_or true :integer_mult true) :boolean_or :string_contains), :runtime (0.0031976599999999997 0.003152979999999997 0.0032611119999999987 0.003159288000000002 0.0032188159999999993 0.003177699999999999 0.0031849959999999994), :total-error 1, :amalgamated-error 1.022352552}
{:generation 48, :program (:string_iterate (:string_nth :string_iterate (:string_indexof_char :in2 :string_iterate (:integer_eq :string_eq :string_rest :boolean_or "abcdefghijklmnopqrstuvwxyz" :string_concat :string_drop :string_contains_char 1 "" :string_from_char :string_contains :boolean_and :boolean_eq false :in2 :integer_eq :integer_subtract :string_drop :integer_quot :string_replace_char :string_length 1 :boolean_and :string_occurencesof_char :boolean_eq :boolean_or "abcdefghijklmnopqrstuvwxyz" :string_occurencesof_char :string_length true :integer_mult :string_take :string_remove_char :string_contains :string_nth true)))), :runtime (0.0031872120000000005 0.003178928000000002 0.051754395999999994 0.0018765440000000002 0.0018561720000000014 0.0019000560000000002 0.001886075999999999), :total-error 1, :amalgamated-error 1.065639384}
{:generation 49, :program (:integer_add :string_replace_char :in2 :string_concat :string_iterate (:string_take :string_contains_char false :string_eq :string_occurencesof_char :in1 "" :integer_mult :string_parse_to_chars 2 :string_occurencesof_char :integer_add :string_contains :string_iterate (false :string_contains :string_contains :string_replace_char false :string_indexof_char :boolean_eq :in1 false false 1 :integer_eq :string_butlast :string_remove_char :in1 :string_parse_to_chars :string_concat :string_iterate (true :string_remove_char :string_occurencesof_char true)))), :runtime (0.003212983999999998 0.002050208000000001 0.0021261919999999994 0.0020234520000000007 0.0019335719999999989 0.002060612 0.0019460680000000002), :total-error 1, :amalgamated-error 1.015353088}
{:generation 50, :program (:integer_add :string_indexof_char :in2 :string_replace_char :string_iterate (:string_replace_char :string_contains :string_contains_char :string_iterate (:string_concat false :in1 :string_occurencesof_char :integer_mult false :integer_subtract 2 :string_parse_to_chars :string_occurencesof_char :string_remove_char 1 :string_nth :boolean_or :string_occurencesof_char :string_take :boolean_and :string_length :in1 :integer_add "" :integer_quot :string_length :in2 :string_take :string_length :boolean_not :string_reverse true :string_contains_char :string_contains :string_eq :string_concat))), :runtime (0.0031811719999999986 0.003140356 0.0031280920000000007 0.0031687760000000008 0.0018905559999999998 0.001878564 0.0019212160000000001), :total-error 1, :amalgamated-error 1.018308732}
{:generation 51, :program (:string_iterate (true :in2 :string_concat :string_reverse :string_from_char :boolean_and :string_iterate (:string_eq :string_length :integer_add :string_rest "" "abcdefghijklmnopqrstuvwxyz" :string_from_char :integer_mult :integer_mult :integer_add :boolean_and :in2 :string_contains :in2 :integer_mult :string_parse_to_chars :string_replace_char :string_drop :integer_mult :in1 :string_length 0 :integer_quot :string_take :in1 :boolean_and :string_concat :integer_subtract "" :string_concat :boolean_or true) 2 :string_replace_char :integer_quot :string_indexof_char true)), :runtime (0.0031267719999999995 0.003180035999999999 0.003305104000000001 0.0031955039999999988 0.0031924720000000005 0.0032593240000000014 0.003175703999999999), :total-error 1, :amalgamated-error 1.022434916}
{:generation 52, :program (2 :in2 :integer_subtract :string_contains_char :string_iterate (:integer_eq :boolean_or "" :in1 1 :string_contains :integer_quot :string_reverse false :string_contains_char :in2 :string_parse_to_chars :boolean_eq :string_drop :string_butlast "" :string_indexof_char :string_length :string_take :string_from_char :boolean_or :string_contains :string_indexof_char :string_concat :in1 :string_occurencesof_char :string_contains :string_contains false :string_rest :string_remove_char :string_contains true :string_occurencesof_char true :string_contains) :integer_add :string_nth), :runtime (0.003173220000000001 0.0031996320000000013 0.003261188000000001 0.003229588 0.07531790399999996 0.0032788079999999994 0.0032888200000000018), :total-error 1, :amalgamated-error 1.0947491599999999}
{:generation 53, :program (1 :in2 1 :string_iterate (2 true :string_occurencesof_char :integer_eq :string_iterate (:string_take :boolean_eq false false :string_contains :integer_mult :boolean_not false :integer_add :string_length :string_butlast :string_contains :string_replace_char true :string_indexof_char :string_take :in2 :boolean_not :integer_add :integer_eq false :string_contains :boolean_or :string_replace_char :string_eq :string_butlast :boolean_not :string_from_char :integer_eq :string_occurencesof_char true :string_length)) :string_contains true), :runtime (0.0032567720000000007 0.0032252600000000006 0.0031334359999999977 0.0032525800000000006 0.003236487999999999 0.003103139999999997 0.0031430919999999984), :total-error 1, :amalgamated-error 1.022350768}
{:generation 54, :program (:in2 :string_rest :boolean_eq :in2 :string_iterate (:boolean_and :integer_quot :in1 false :boolean_not :string_nth :string_contains :string_contains :string_parse_to_chars :string_butlast :in2 :string_occurencesof_char :boolean_and :string_butlast :string_contains :string_replace_char :string_nth :string_indexof_char :boolean_or 0 :string_reverse :string_replace_char false :boolean_and :string_contains :boolean_and :in1 :string_remove_char :integer_add :string_contains 1 :boolean_and true :string_replace_char :string_occurencesof_char :string_rest) :string_concat true :boolean_eq 1 "abcdefghijklmnopqrstuvwxyz"), :runtime (0.0032852319999999973 0.003313764 0.0032662879999999987 0.0032174560000000013 0.001860367999999999 0.0018555879999999998 0.003169512), :total-error 1, :amalgamated-error 1.019968208}
{:generation 55, :program (:string_iterate (:in2 :in2 :in2 :string_iterate ("" :integer_quot :string_eq :integer_mult :boolean_and false :boolean_eq :string_concat :integer_eq false :string_butlast :string_eq :string_take :string_contains 0 :boolean_and :string_occurencesof_char :string_concat :in1 1 :string_parse_to_chars :boolean_eq :boolean_or :string_drop :integer_quot :integer_quot "" :string_from_char :integer_add :string_nth :string_take :boolean_or :string_iterate (:boolean_or :in2 :integer_add :integer_mult :string_length :string_take) :string_remove_char true 2 :string_contains :integer_mult :string_reverse))), :runtime (0.003355391999999997 0.0032442720000000003 0.003109828000000001 0.003161952000000001 0.04708281600000001 0.0031953319999999995 0.09977450800000004), :total-error 1, :amalgamated-error 1.1629241000000001}
{:generation 56, :program (:boolean_eq :integer_add :exec_if (:string_replace_char :string_iterate (:boolean_eq :in2 :string_iterate (:string_contains :string_contains_char :string_reverse false :boolean_not 2 :integer_eq :string_remove_char :string_eq :integer_mult :string_nth :string_occurencesof_char :string_butlast false :string_occurencesof_char false false :string_contains :boolean_eq :string_parse_to_chars 2 2 1 :string_rest false :in1 :string_occurencesof_char :string_drop 0 false :integer_subtract :string_occurencesof_char :boolean_eq 1 :integer_subtract true :string_remove_char true :string_concat true :string_reverse))) ()), :runtime (0.0031597719999999995 0.003223896000000004 0.0032633759999999997 0.023255944000000008 0.003097419999999998 0.0031213480000000017 0.003092191999999997), :total-error 1, :amalgamated-error 1.0422139480000001}
{:generation 57, :program (:boolean_eq :integer_add :exec_if (:string_replace_char :in2 :in2 :in2 :string_iterate (false :string_iterate (:string_contains_char :string_nth :string_nth :integer_add :integer_eq :string_remove_char :string_eq :string_take :string_occurencesof_char :string_contains false :string_occurencesof_char :string_concat :string_butlast false :string_contains :integer_quot :string_from_char :string_butlast 1 :string_concat :string_replace_char false "abcdefghijklmnopqrstuvwxyz" :string_eq :string_drop 2 true true :string_occurencesof_char :boolean_eq 1 :string_contains :string_remove_char false :integer_subtract :string_reverse :string_contains true :string_reverse))) ()), :runtime (0.003115756000000002 0.0031068519999999985 0.003163716000000002 0.0031318999999999987 0.003129999999999999 0.0031750680000000014 0.0032299480000000003), :total-error 1, :amalgamated-error 1.02205324}
{:generation 58, :program (:boolean_and :string_drop :integer_quot :integer_add 2 :string_iterate (:integer_add :in1 :integer_quot 0 :exec_if (1 :string_contains_char false :boolean_eq :string_take :string_indexof_char :string_from_char :string_parse_to_chars :in2 0 :string_parse_to_chars :string_concat :integer_add :string_nth :string_take :boolean_or :string_occurencesof_char 0 :string_reverse :string_rest :boolean_and 2 0 :integer_subtract :string_from_char :boolean_or true :string_from_char :string_rest :string_contains) ())), :runtime (0.008908660000000002 0.0032411039999999994 0.0032261039999999996 0.003239728000000003 0.003215312 0.003153135999999999 0.003164112000000001), :total-error 1, :amalgamated-error 1.028148156}
{:generation 59, :program (1 :string_iterate (:in2 :string_from_char :exec_if (:in2 :in2 :string_eq :integer_quot 1 :string_iterate (:boolean_or :string_parse_to_chars :string_concat false "" :integer_subtract :integer_mult 2 :integer_subtract :string_concat 2 :string_drop :string_eq :string_length :string_contains false :string_remove_char :boolean_not :string_contains_char :string_nth false :boolean_and :string_parse_to_chars :integer_add :string_contains :string_nth :string_contains :string_concat :integer_eq true :in1 true 1 :string_replace_char :string_length :string_occurencesof_char) true :string_occurencesof_char :string_length 0) ())), :runtime (0.0031612520000000015 0.0031336920000000004 0.0031161920000000007 0.0019331759999999996 0.0018257239999999995 0.0019236680000000001 0.0018228719999999993), :total-error 1, :amalgamated-error 1.016916576}
{:generation 60, :program (:in2 :integer_eq :in2 :boolean_eq :string_take :boolean_not :string_iterate (:string_contains_char :boolean_eq :string_eq :string_concat :string_concat 1 false :boolean_or :string_concat :integer_mult :string_eq :string_concat :string_concat :string_nth :boolean_not :string_parse_to_chars :boolean_and :string_butlast :string_remove_char :string_from_char false 1 :in1 0 :string_drop false false :string_take :boolean_not :string_remove_char :string_remove_char :in2 true :boolean_not :string_length :string_butlast :string_contains true :string_contains true true) :string_length true), :runtime (0.0032174039999999984 0.0032804760000000005 0.0032593360000000003 0.0031557600000000005 0.003214475999999999 0.003183459999999998 0.0031647559999999995), :total-error 1, :amalgamated-error 1.022475668}
{:generation 61, :program (:in2 :in2 :in2 :string_iterate (:string_indexof_char false false :string_from_char :boolean_not :integer_mult :string_length :integer_eq :string_butlast 2 :in2 :string_butlast :string_from_char :integer_quot :string_occurencesof_char :boolean_eq :integer_mult "" false :string_remove_char false 0 :integer_subtract :string_butlast :string_parse_to_chars true :string_indexof_char :string_take :string_concat :string_drop true :string_remove_char true false :boolean_eq :integer_quot :string_parse_to_chars :string_length) :string_parse_to_chars true :string_contains_char), :runtime (0.003199543999999998 0.0032120799999999995 0.003169552000000002 0.003152016 0.010184431999999995 0.0031026879999999993 0.003209307999999998), :total-error 1, :amalgamated-error 1.02922962}
{:generation 62, :program (:integer_add :string_iterate (:boolean_eq :string_iterate (:in2 :integer_mult :string_iterate (:integer_quot :integer_quot :string_length "" :boolean_or :boolean_or :integer_eq 1 false :integer_mult :string_occurencesof_char 2 :integer_subtract 2 :integer_subtract :string_length :string_contains_char false false :string_remove_char :integer_quot :integer_eq false "abcdefghijklmnopqrstuvwxyz" :integer_eq :string_drop :string_contains :string_replace_char :string_contains :boolean_and :boolean_eq true :string_concat true 1 true :string_indexof_char :string_reverse) :exec_dup (:string_nth true :string_occurencesof_char :string_length)))), :runtime (0.0031815080000000035 0.0030974479999999996 0.0030979520000000015 0.0031016680000000027 0.0031802239999999993 0.003162103999999998 0.0031360720000000028), :total-error 1, :amalgamated-error 1.021956976}
{:generation 63, :program (:boolean_and :boolean_or :string_iterate (:string_remove_char 2 :boolean_eq :string_parse_to_chars :in2 :string_iterate (:in2 :string_remove_char :boolean_or :string_contains :string_take false :string_eq "abcdefghijklmnopqrstuvwxyz" false :integer_quot :integer_add :string_take :integer_mult :string_concat false :in2 :string_occurencesof_char :string_occurencesof_char :string_rest :string_indexof_char false :boolean_not :in1 :string_butlast :string_contains :string_length :string_take :boolean_or :in2 :string_from_char true :string_from_char :string_contains :string_length))), :runtime (0.003191783999999999 0.0031281199999999994 0.0031638679999999985 0.0031981079999999994 0.003181259999999999 0.0032243840000000007 0.003167855999999999), :total-error 1, :amalgamated-error 1.02225538}
{:generation 64, :program (:in2 :in2 :string_iterate (:string_eq :in2 true false :string_contains :string_from_char 2 :string_concat 0 :integer_quot :string_contains :string_eq :string_occurencesof_char :string_contains false "" "" :string_indexof_char :integer_eq false :boolean_or :string_remove_char :integer_add :integer_quot false "abcdefghijklmnopqrstuvwxyz" :string_contains :string_drop :string_contains :string_replace_char :string_reverse :string_butlast :string_contains true :string_replace_char :string_reverse :string_nth true :string_occurencesof_char)), :runtime (0.00316192 0.0031916040000000015 0.003169476 0.0033232959999999956 0.003249004000000003 0.0031902840000000003 0.003255891999999998), :total-error 1, :amalgamated-error 1.022541476}
{:generation 65, :program (:string_nth :in2 :string_parse_to_chars :integer_subtract :in2 :string_iterate (:in1 :string_butlast :boolean_and :string_take 0 :string_contains :string_contains :string_contains_char false :string_eq :in1 :in2 :string_take :string_occurencesof_char :in2 :string_concat :string_nth :string_replace_char :boolean_eq false :in2 1 :string_parse_to_chars :integer_eq true :string_remove_char :integer_quot :string_rest 2 :exec_if (:string_rest true 2) (:boolean_and :string_butlast :integer_add :boolean_and :string_iterate (:string_reverse :boolean_or :string_contains :exec_if (:string_eq) ())))), :runtime (0.0030660600000000007 0.003219107999999997 0.0032434240000000004 0.003193044000000003 0.003119276 0.003190439999999999 0.037893895999999955), :total-error 1, :amalgamated-error 1.056925248}
{:generation 66, :program (:boolean_eq :string_iterate (:string_iterate (:in2 :in2 true :string_iterate (:string_from_char false :string_drop :in2 :string_length 0 1 "" :string_rest 1 false 2 :string_eq :string_contains :string_butlast "abcdefghijklmnopqrstuvwxyz" :in2 :string_length :string_contains_char :string_reverse :string_butlast "" :string_drop :in1 :string_eq 0 :string_contains :string_occurencesof_char :string_rest 0 :string_remove_char :string_remove_char :integer_subtract true :string_length :boolean_eq) :string_iterate ("" :string_indexof_char true :boolean_or 2 :in1 :string_nth)))), :runtime (0.0031742079999999995 0.0031841080000000015 0.0031748839999999985 0.003170015999999998 0.0032810719999999986 0.0032302040000000004 0.003247808), :total-error 1, :amalgamated-error 1.0224623}
{:generation 67, :program (:string_iterate (:string_contains_char 1 :in2 :string_iterate (:integer_mult :string_contains :in1 "" :string_length :boolean_and :boolean_eq :string_from_char "" :string_reverse :string_replace_char :boolean_eq :integer_mult 2 false :string_concat :string_occurencesof_char 1 0 :string_occurencesof_char true false :string_take :string_contains :in1 :string_remove_char "" :string_remove_char "" :string_rest :integer_add :string_reverse true :string_contains 0 :string_contains_char :string_occurencesof_char))), :runtime (0.003112416 0.003247384 0.0032807879999999985 0.0033116879999999993 0.0032786360000000014 0.003183288000000003 0.003191667999999998), :total-error 1, :amalgamated-error 1.022605868}
{:generation 68, :program (:boolean_eq 2 :string_contains :in2 :in2 :string_iterate (:string_reverse :string_length false :string_length false 1 :string_contains :string_nth :boolean_or :integer_mult :in1 :string_eq :string_indexof_char :string_occurencesof_char :string_butlast 1 :in2 1 :in1 :integer_add :string_reverse :string_occurencesof_char :string_drop false :string_eq 0 :string_contains_char :in1 true :string_rest :boolean_and :string_take :string_take true) :string_contains true :string_parse_to_chars), :runtime (0.003165712000000001 0.0031635680000000025 0.0031361239999999992 0.003169487999999999 0.003155356 0.0031591680000000017 0.003138032), :total-error 1, :amalgamated-error 1.022087448}
{:generation 69, :program (:in2 :string_iterate (:string_iterate (:boolean_and false :boolean_and :string_iterate (:string_take :string_remove_char :string_occurencesof_char :string_drop false false :string_eq false :string_drop :string_eq :string_concat :string_occurencesof_char 0 :string_replace_char :string_eq :boolean_or false :boolean_not 2 false :in1 :string_drop :boolean_and :string_remove_char :string_parse_to_chars :integer_subtract :string_butlast true :boolean_or :integer_mult true :string_length)))), :runtime (0.0031151439999999963 0.0031528480000000015 0.0031177360000000003 0.0031870559999999993 0.05521648000000002 0.003219032000000001 0.0030925559999999993), :total-error 1, :amalgamated-error 1.074100852}
{:generation 70, :program (:string_indexof_char :boolean_eq :string_iterate (:boolean_eq :integer_mult :string_iterate (:in2 :string_iterate (:string_eq :string_iterate (:boolean_and :string_parse_to_chars :string_contains 1 false :string_reverse :string_rest :integer_mult :string_concat "" :string_parse_to_chars :string_contains :in2 true false 1 :integer_quot false :boolean_or :string_drop "" :boolean_eq :string_replace_char false :string_contains true :integer_eq :string_parse_to_chars :integer_quot true true :string_butlast :string_contains_char :string_contains true))))), :runtime (0.0032023800000000003 0.003150712 0.0031607279999999976 0.02828275600000001 0.0032378800000000003 0.003132488000000001 0.0031893319999999996), :total-error 1, :amalgamated-error 1.047356276}
{:generation 71, :program (:boolean_not :in2 :integer_eq 1 :string_from_char :string_iterate (false :integer_mult :integer_eq :string_eq :string_indexof_char :string_contains 0 :integer_eq :integer_subtract 2 :string_from_char :integer_eq :integer_subtract :boolean_eq 2 :in2 false :string_reverse :string_occurencesof_char 0 :string_concat :string_occurencesof_char :in2 false :string_indexof_char :string_concat :string_from_char :string_butlast :integer_quot :string_butlast true :string_concat :integer_add :string_contains :integer_add)), :runtime (0.0032145280000000012 0.0032302600000000004 0.003194228000000001 0.003206859999999998 0.08176225999999999 0.0032472040000000035 0.003266755999999999), :total-error 1, :amalgamated-error 1.101122096}
{:generation 72, :program (:in2 2 :string_replace_char :in2 :string_eq :string_take true :boolean_not :in2 :boolean_eq :integer_mult true :integer_mult :integer_subtract :integer_mult :string_occurencesof_char :string_parse_to_chars :boolean_or :integer_eq :string_from_char :string_occurencesof_char :string_contains :integer_quot :in1 "" :in1 2 false :string_replace_char :string_eq 0 :string_occurencesof_char :string_butlast :string_take :string_take :boolean_and :string_butlast true true :integer_subtract :string_eq), :runtime (0.003134063999999997 0.003173835999999999 0.003107767999999999 0.0031718199999999997 0.0031377240000000023 0.0031603079999999993 0.0032298640000000003), :total-error 1, :amalgamated-error 1.022115384}
{:generation 73, :program (:string_iterate (:in2 :in2 :integer_quot :string_length :string_iterate (:integer_add true :string_iterate (:string_iterate (:integer_eq :string_remove_char :string_contains :boolean_eq :string_occurencesof_char :integer_mult 1 false :string_butlast :string_nth :string_nth :string_occurencesof_char :string_contains false false :integer_subtract :boolean_or) :string_contains_char false :integer_eq :string_indexof_char :boolean_eq :string_nth :string_contains true :string_indexof_char :string_parse_to_chars :string_eq :string_take :boolean_not :string_eq true)))), :runtime (0.007378184000000004 0.0032240359999999987 0.0032606759999999975 0.0032306559999999984 0.003133131999999999 0.0032838240000000007 0.0026504640000000004), :total-error 1, :amalgamated-error 1.026160972}
